day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,MD,LB,LR,lat,long
3,17,cendrawasih,mariso,5,4,5,-,-,1,-5.155219,119.4137008
4,9,manuruki raya,tamalate,4,4,8,-,-,1,-5.1767173,119.4289629
4,21,sunu,bontoala,5,6,7,-,-,-,-5.1320485,119.4271119
5,17,andi tonro iv,tamalate,5,4,4,-,-,1,-5.1719829,119.423857
6,19,urip sumuharjo,makassar,5,4,4,-,-,1,-5.1348243,119.4316818
6,7,sultan alauddin,rappocini,1,4,4,-,-,1,-5.176566,119.4363938
0,1,veteran utara,makassar,4,4,7,-,-,3,-5.1392193,119.4233132
2,1,penghibur,ujung pandang,6,4,4,-,-,2,-5.1475209,119.4090861
4,14,aroepala,rappocini,4,4,5,-,-,1,-5.1724693,119.4530673
0,7,mutiara boulevard,biringkanaya,1,4,4,-,-,2,-5.0784462,119.5044145
2,9,urip sumuharjo,panakkukang,4,4,7,-,-,1,-5.1348243,119.4316818
2,21,cendrawasih,mamajang,5,4,5,-,-,2,-5.167086,119.4118044
2,13,sam ratulangi,mamajang,4,4,5,-,-,2,-5.1545939,119.4163683
3,19,perjanjian bungaya,tamalate,4,4,5,-,-,2,-5.2090132,119.3911307
4,16,perintis kemerdekaan,biringkanaya,4,4,7,-,-,2,-5.117784,119.5110136
2,9,perintis kemerdekaan,tamalanrea,4,4,5,-,-,1,-5.1402715,119.48329437389705
3,22,sungai saddang baru,makassar,4,4,5,-,-,3,-5.1468435,119.4250654
0,14,urip sumuharjo,panakkukang,4,8,5,-,-,1,-5.1348243,119.4316818
2,22,laikang,biringkanaya,4,4,5,-,-,3,-5.1040237,119.5375731
3,21,andi mappaodang,tamalate,1,4,4,-,-,1,-5.1732205,119.4158686
6,20,cendrawasih,mamajang,6,4,4,-,-,1,-5.167086,119.4118044
2,23,mapala i,rappocini,4,4,5,-,-,3,-5.1711628,119.4414973
1,9,andi djemma,rappocini,4,4,5,-,-,1,-5.1631564,119.4224047
1,9,letjen hertasning,rappocini,5,4,5,-,-,1,-5.1630661,119.4444202
6,6,gunung bawakaraeng,bontoala,5,6,5,-,-,2,-5.1348657,119.4243319
4,1,haji bau,ujung pandang,3,4,7,-,-,2,-5.1484105,119.414444
1,16,veteran selatan,mamajang,4,4,8,-,-,1,-5.162773,119.4212589
6,7,sultan hasanuddin,ujung pandang,5,4,4,-,-,1,-5.1444747,119.4127353
5,4,perintis kemerdekaan iii,tamalanrea,4,4,5,-,-,1,-5.1408287,119.4777871
5,17,insinyur sutami,biringkanaya,1,4,4,-,-,1,-5.0679484,119.5246223
6,13,perintis kemerdekaan,biringkanaya,4,4,3,-,-,1,-5.117784,119.5110136
4,15,manunggal,tamalate,6,6,4,-,-,1,-5.1694219,119.4055125
5,8,urip sumuharjo,panakkukang,1,4,4,-,-,1,-5.1348243,119.4316818
3,16,amd,manggala,4,4,5,-,-,2,-5.167932,119.4941819
0,6,inspeksi kanal,rappocini,4,4,5,-,-,3,-5.1612545,119.4231165
4,23,abdullah daeng sirua,panakkukang,4,4,5,-,-,3,-5.1513443,119.4494392
2,21,urip sumuharjo,panakkukang,4,4,5,-,-,1,-5.1348243,119.4316818
2,0,jenderal sudirman,ujung pandang,5,6,5,-,-,3,-5.1345222,119.4137962
4,12,poros perumnas sudiang,biringkanaya,6,4,4,-,-,1,-5.102836,119.532664
3,15,pettarani,rappocini,4,4,5,-,-,3,-5.1510383,119.4374766
3,3,perintis kemerdekaan,tamalanrea,1,6,4,1,1,2,-5.1402715,119.48329437389705
3,14,insinyur sutami,tamalanrea,5,6,5,-,-,1,-5.0891074,119.4804065
2,22,korban 40.000 jiwa,tallo,5,4,5,-,-,1,-5.1254113,119.4351733
3,16,pengayoman,panakkukang,4,4,7,-,-,-,-5.1592732,119.4466246
1,6,rsi faisal,rappocini,6,4,4,-,-,1,-5.1627959,119.4341693
0,7,emmy saelan,rappocini,5,6,5,-,-,2,-5.1780744,119.4389103
3,12,cendrawasih,mamajang,4,4,5,-,-,2,-5.167086,119.4118044
1,5,tupai,mamajang,4,4,7,-,-,1,-5.1604904,119.4202026
1,12,insinyur sutami,tamalanrea,4,6,7,-,-,1,-5.0891074,119.4804065
1,19,andi mappaodang,tamalate,5,4,5,-,-,1,-5.1732205,119.4158686
5,14,urip sumuharjo,panakkukang,4,6,5,-,-,2,-5.1348243,119.4316818
6,6,rappocini raya,rappocini,5,4,4,-,-,1,-5.152599,119.4258781
6,10,metro tanjung bunga,tamalate,5,4,7,-,-,-,-5.1661576,119.3917443
6,23,monginsidi,ujung pandang,4,4,5,-,-,2,-5.1479402,119.4186723
6,21,botolempangan,ujung pandang,5,6,5,-,-,2,-5.1419956,119.4120218
5,21,perintis kemerdekaan,biringkanaya,5,4,5,-,-,1,-5.117784,119.5110136
4,7,faisal,rappocini,5,6,5,-,-,1,-5.1629277,119.4292244
6,6,andi mappaodang,tamalate,5,4,5,-,-,1,-5.1732205,119.4158686
5,15,tamalate,rappocini,5,6,7,-,-,-,-5.1675882,119.4479146
4,11,pengayoman,panakkukang,4,4,7,-,-,1,-5.1592732,119.4466246
4,11,abu bakar lambogo,makassar,5,4,5,-,-,3,-5.1440495,119.4307874
4,14,sam ratulangi,mamajang,4,4,7,-,-,2,-5.1545939,119.4163683
0,12,sam ratulangi,mamajang,4,4,7,-,-,2,-5.1545939,119.4163683
0,12,cendrawasih,mariso,4,4,5,-,-,1,-5.155219,119.4137008
2,8,lamuru,bontoala,6,4,4,-,-,2,-5.1285743,119.4207363
4,14,sultan alauddin,rappocini,5,4,5,-,-,1,-5.176566,119.4363938
4,17,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
0,19,aroepala,rappocini,1,4,4,-,-,1,-5.1724693,119.4530673
3,15,onta lama,mamajang,4,4,5,-,-,1,-5.1572318,119.4206192
1,13,goa ria,biringkanaya,4,4,5,1,-,-,-5.0810812,119.5253813
1,5,perintis kemerdekaan,biringkanaya,4,4,5,-,-,1,-5.117784,119.5110136
2,13,mutiara boulevard,biringkanaya,6,4,4,-,-,3,-5.0784462,119.5044145
3,12,boulevard,panakkukang,4,4,7,-,-,1,-5.1557546,119.4411023
5,9,haji bau,ujung pandang,4,4,5,-,-,1,-5.1484105,119.414444
5,9,abu bakar lambogo,makassar,5,4,5,-,-,1,-5.1440495,119.4307874
5,7,insinyur sutami,biringkanaya,3,8,5,-,-,1,-5.0679484,119.5246223
6,11,mapala,rappocini,5,6,5,-,-,2,-5.1690485,119.4403942
5,13,perintis kemerdekaan,tamalanrea,3,4,5,-,-,2,-5.1402715,119.48329437389705
5,16,perintis kemerdekaan,biringkanaya,3,6,7,-,-,1,-5.117784,119.5110136
6,10,datuk ribandang,tallo,4,4,5,-,-,1,-5.1288411,119.4304187
4,18,tinumbu,tallo,5,4,8,-,-,1,-5.1168067,119.4220108
6,17,asrama haji,biringkanaya,3,4,4,-,-,4,-5.0861926,119.5360459
2,12,sultan alauddin,tamalate,4,8,5,1,-,-,-5.1682367,119.4209823
3,8,urip sumuharjo,panakkukang,4,4,5,-,-,3,-5.1348243,119.4316818
2,17,daeng tata raya,tamalate,5,6,5,-,-,2,-5.1850019,119.423432
3,12,sultan hasanuddin,ujung pandang,4,4,5,-,-,3,-5.1444747,119.4127353
3,0,pongtiku,bontoala,4,4,7,-,-,1,-5.1307666,119.4302141
2,8,perintis kemerdekaan,biringkanaya,4,6,5,-,-,1,-5.117784,119.5110136
2,14,metro tanjung bunga,mariso,4,4,7,-,-,1,-5.1523252,119.4054678
1,12,tol reformasi,panakkukang,5,6,7,-,-,-,-5.1322943,119.4403875
0,7,daeng regge,tallo,4,4,5,-,-,1,-5.1219016,119.4382109
1,8,cendrawasih,mariso,5,4,5,-,-,1,-5.155219,119.4137008
5,11,perintis kemerdekaan,biringkanaya,4,4,3,-,-,1,-5.117784,119.5110136
5,7,sam ratulangi,mariso,4,4,5,-,-,2,-5.1545549,119.4162792
3,7,andi mappaodang,tamalate,5,4,5,-,-,1,-5.1732205,119.4158686
1,13,perintis kemerdekaan,tamalanrea,5,4,4,-,-,1,-5.1402715,119.48329437389705
5,10,pettarani,panakkukang,1,4,4,-,-,2,-5.1487126,119.4380057
5,15,manunggal,tamalate,5,4,4,-,-,1,-5.1694219,119.4055125
5,18,sungai calendu,ujung pandang,1,4,4,-,-,1,-5.1362253,119.4169222
6,12,tala' salapang,rappocini,4,4,7,-,-,2,-5.1816916,119.442485
6,9,metro tanjung bunga,tamalate,4,6,6,-,-,3,-5.1661576,119.3917443
2,12,metro tanjung bunga,tamalate,6,6,4,-,-,1,-5.1661576,119.3917443
2,21,toddopuli,panakkukang,5,4,5,1,-,-,-5.1626055,119.4476516
0,2,sultan alauddin,tamalate,5,4,5,-,-,2,-5.1682367,119.4209823
0,7,andi mappaodang,tamalate,5,4,5,-,-,2,-5.1732205,119.4158686
2,3,jenderal sudirman,ujung pandang,1,4,4,-,-,2,-5.1345222,119.4137962
2,5,daeng tata lama,tamalate,1,4,4,-,-,1,-5.1894221,119.4408194
3,6,urip sumuharjo,makassar,4,6,7,-,-,4,-5.1348243,119.4316818
0,20,galangan kapal,tallo,5,4,5,-,-,3,-5.112275,119.4309818
3,13,cendrawasih,mamajang,4,4,5,-,-,1,-5.167086,119.4118044
3,6,perintis kemerdekaan,tamalanrea,4,6,8,-,-,2,-5.1402715,119.48329437389705
2,12,perintis kemerdekaan,tamalanrea,4,4,5,-,-,2,-5.1402715,119.48329437389705
2,10,insinyur sutami,tamalanrea,4,4,7,-,-,1,-5.0891074,119.4804065
0,16,perintis kemerdekaan,biringkanaya,3,4,7,-,-,1,-5.117784,119.5110136
2,1,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
1,10,insinyur sutami iii,biringkanaya,4,8,7,-,-,-,-5.0811221,119.5000228
3,14,urip sumuharjo,panakkukang,4,4,7,-,-,1,-5.1348243,119.4316818
1,7,sunu,bontoala,5,4,5,-,-,1,-5.1320485,119.4271119
6,17,sultan hasanuddin,ujung pandang,4,4,5,-,-,1,-5.1444747,119.4127353
3,22,kapasa raya,biringkanaya,5,4,5,-,-,2,-5.0945064,119.4925577
5,17,nuri baru,mariso,4,4,5,-,-,3,-5.1676353,119.4072099
5,17,cendrawasih,mamajang,5,6,5,-,-,2,-5.167086,119.4118044
3,18,metro tanjung bunga,mariso,5,6,7,-,-,-,-5.1523252,119.4054678
1,14,kenanga,mariso,4,4,7,-,-,2,-5.1622419,119.4101094
6,1,veteran utara,makassar,1,4,4,1,-,-,-5.1392193,119.4233132
1,0,ir. haji juanda,tallo,5,4,5,-,-,2,-5.1214892,119.4381968
1,0,pettarani,panakkukang,5,4,5,-,-,1,-5.1487126,119.4380057
6,15,sanrangan,biringkanaya,3,4,5,-,-,3,-5.1063304,119.5203592
0,8,jenderal sudirman,ujung pandang,4,6,5,-,-,1,-5.1345222,119.4137962
6,21,veteran utara,makassar,5,4,5,-,-,1,-5.1392193,119.4233132
2,2,gunung latimojong,makassar,5,6,5,-,-,1,-5.1405404,119.4208275
4,14,urip sumuharjo,panakkukang,6,4,4,-,-,3,-5.1348243,119.4316818
4,2,andi djemma,rappocini,5,6,5,-,-,2,-5.1631564,119.4224047
0,7,veteran utara,makassar,5,3,5,-,-,1,-5.1392193,119.4233132
2,12,veteran utara,makassar,4,4,5,-,-,3,-5.1392193,119.4233132
4,15,goa ria,biringkanaya,4,4,5,-,-,3,-5.0810812,119.5253813
3,14,urip sumuharjo,panakkukang,4,4,5,-,-,2,-5.1348243,119.4316818
2,14,andi mappaodang,tamalate,5,4,5,-,-,2,-5.1732205,119.4158686
3,20,urip sumuharjo,panakkukang,1,4,4,-,-,4,-5.1348243,119.4316818
1,11,perintis kemerdekaan,tamalanrea,5,4,9,-,-,1,-5.1402715,119.48329437389705
1,7,urip sumuharjo,panakkukang,4,4,6,-,-,2,-5.1348243,119.4316818
5,10,antang raya,manggala,2,4,4,-,-,2,-5.1602384,119.4774127
1,17,penghibur,ujung pandang,2,4,4,-,-,1,-5.1475209,119.4090861
2,17,adyaksa baru,panakkukang,5,6,7,-,-,-,-5.1570791,119.447818
6,17,veteran utara,makassar,1,4,4,-,-,1,-5.1392193,119.4233132
5,8,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
5,10,tanjung bunga,tamalate,1,4,4,-,-,1,-5.1661576,119.3917443
6,18,barawaja,panakkukang,1,4,4,-,-,1,-5.1357031,119.4402319
6,13,emmy saelan,rappocini,1,4,4,-,-,1,-5.1780744,119.4389103
6,18,toa daeng,manggala,5,4,4,-,-,1,-5.1509148,119.4674114
6,18,pajaiang,biringkanaya,1,4,4,-,-,1,-5.1048027,119.5252166
5,15,tamangapa raya,manggala,5,4,5,-,-,1,-5.1767373,119.4843844
5,13,pettarani,panakkukang,4,8,7,-,-,-,-5.1487126,119.4380057
0,9,veteran utara,makassar,6,4,4,-,-,1,-5.1392193,119.4233132
0,15,pengayoman,panakkukang,5,6,5,-,-,2,-5.1592732,119.4466246
2,8,tanjung alang,mamajang,5,4,4,-,-,1,-5.17081705,119.4042571
4,19,teuku umar raya,tallo,1,4,4,-,-,3,-5.1175544,119.4319332
4,21,metro tanjung bunga,mariso,1,4,4,-,-,1,-5.1523252,119.4054678
5,12,urip sumuharjo,makassar,6,4,4,-,-,2,-5.1348243,119.4316818
0,12,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
1,7,sehati,panakkukang,5,4,4,-,-,1,-5.1413064,119.4369767
2,10,dahlia,mariso,1,4,4,-,-,1,-5.1613008,119.4073734
1,14,nuri baru,mariso,4,4,2,-,-,2,-5.1676353,119.4072099
3,13,veteran utara,bontoala,4,2,5,-,-,1,-5.1392193,119.4233132
3,20,urip sumuharjo,panakkukang,4,6,5,-,-,2,-5.1348243,119.4316818
1,22,daeng tata raya,tamalate,5,6,5,-,-,2,-5.1850019,119.423432
3,20,anggrek raya,panakkukang,1,4,4,-,-,1,-5.1609187,119.4550907
0,22,abdul kadir,tamalate,6,4,4,-,-,1,-5.1811779,119.4159871
5,18,batua raya,manggala,4,6,7,-,-,-,-5.1601382,119.4595133
0,7,sunu,tallo,1,4,4,-,-,1,-5.1247334,119.4296097
5,17,sungai saddang baru,makassar,6,4,4,-,-,4,-5.1468435,119.4250654
5,10,insinyur sutami,tamalanrea,4,8,5,-,-,1,-5.0891074,119.4804065
6,7,pajaiang,biringkanaya,4,4,5,-,-,1,-5.1048027,119.5252166
5,12,abdullah daeng sirua,panakkukang,2,4,4,-,-,1,-5.1513443,119.4494392
6,16,metro tanjung bunga,tamalate,4,6,5,-,-,1,-5.1661576,119.3917443
6,11,mesjid raya,bontoala,5,4,5,-,-,1,-5.1333841,119.4274196
4,7,sultan alauddin,rappocini,3,6,5,1,-,-,-5.176566,119.4363938
4,7,pettarani,panakkukang,4,4,7,-,-,2,-5.1487126,119.4380057
0,3,pettarani,panakkukang,4,4,7,-,-,1,-5.1487126,119.4380057
6,15,aroepala,rappocini,5,6,5,-,-,1,-5.1724693,119.4530673
4,21,paccerakkang,biringkanaya,4,4,7,-,-,1,-5.1239434,119.5224673
6,19,dg. ngawing,rappocini,1,6,4,-,-,2,-5.1666643,119.4421752
4,15,andi mappaodang,tamalate,5,4,5,-,-,1,-5.1732205,119.4158686
2,10,pajaiang,biringkanaya,4,6,5,1,-,1,-5.1048027,119.5252166
0,12,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
2,19,andi djemma,rappocini,5,4,4,-,-,1,-5.1631564,119.4224047
3,8,metro tanjung bunga,tamalate,5,4,5,-,-,2,-5.1661576,119.3917443
2,13,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
0,6,urip sumuharjo,panakkukang,6,4,4,-,-,2,-5.1348243,119.4316818
4,14,toddopuli,panakkukang,5,4,5,-,-,1,-5.1626055,119.4476516
3,16,urip sumuharjo,panakkukang,5,4,5,-,-,2,-5.1348243,119.4316818
1,16,teuku umar raya,tallo,4,8,8,1,-,-,-5.1175544,119.4319332
3,21,lanto daeng pasewang,mamajang,5,6,5,-,-,3,-5.1520547,119.4161456
3,9,pettarani,panakkukang,5,4,5,-,-,1,-5.1487126,119.4380057
3,20,pengayoman,panakkukang,4,6,7,-,-,-,-5.1592732,119.4466246
3,19,tamalate i,rappocini,4,4,7,-,-,2,-5.1675882,119.4479146
3,23,dr. leimena,panakkukang,4,4,7,-,-,3,-5.1466131,119.469989
4,7,andi djemma,rappocini,4,6,5,-,-,1,-5.1631564,119.4224047
1,13,toddopuli raya timur,panakkukang,5,4,5,-,-,2,-5.1634968,119.4533003
5,18,karunrung,ujung pandang,4,4,7,-,-,1,-5.1450683,119.4141281
5,23,lanto daeng pasewang,mamajang,5,6,7,-,-,-,-5.1520547,119.4161456
1,10,tahir,tamalate,6,4,4,-,-,2,-5.1750624,119.4196628
1,17,inpeksi,manggala,6,4,4,-,-,4,-5.1638608,119.4914414
6,3,jipang raya,rappocini,1,4,4,-,-,2,-5.1778861,119.4504384
4,3,bandang,bontoala,5,6,5,-,-,2,-5.1329092,119.4213666
3,22,nuri baru,mariso,5,4,5,-,-,1,-5.1676353,119.4072099
4,9,sultan alauddin,tamalate,6,4,4,-,-,1,-5.1682367,119.4209823
0,22,insinyur sutami,tamalanrea,1,4,4,1,-,1,-5.0891074,119.4804065
0,23,batua raya,panakkukang,5,4,5,-,-,1,-5.1496211,119.4605657
4,18,veteran selatan,mamajang,4,4,5,-,-,1,-5.162773,119.4212589
2,10,tanggul patompo,tamalate,4,6,5,-,-,1,-5.181339,119.4105687
3,9,cendrawasih,mariso,4,4,5,-,-,1,-5.155219,119.4137008
1,8,ade irma,tallo,5,4,5,-,-,1,-5.1248372,119.4350284
2,13,metro tanjung bunga,tamalate,4,6,5,-,-,1,-5.1661576,119.3917443
3,0,daeng ngeppe,tamalate,4,4,7,-,-,2,-5.1790804,119.4156965
3,7,arief rate,ujung pandang,4,4,5,-,-,2,-5.14495,119.4125725
2,3,veteran utara,makassar,5,4,4,-,-,1,-5.1392193,119.4233132
0,10,andi mappaodang,tamalate,5,4,5,-,-,2,-5.1732205,119.4158686
0,12,kapasa raya,tamalanrea,5,4,5,-,-,1,-5.1029771,119.4940907
3,22,pajaiang,biringkanaya,4,4,5,-,-,1,-5.1048027,119.5252166
1,10,insinyur sutami,biringkanaya,4,8,9,-,1,-,-5.0679484,119.5246223
5,20,pengayoman,panakkukang,4,4,5,-,-,3,-5.1592732,119.4466246
5,5,daeng regge,tallo,4,6,9,-,1,1,-5.1219016,119.4382109
1,8,sam ratulangi,mamajang,6,4,4,-,-,2,-5.1545939,119.4163683
0,12,sam ratulangi,mamajang,5,4,4,-,-,1,-5.1545939,119.4163683
5,15,perintis kemerdekaan,tamalanrea,5,4,4,-,-,1,-5.1402715,119.48329437389705
5,19,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
2,10,perintis kemerdekaan,tamalanrea,5,6,5,-,-,1,-5.1402715,119.48329437389705
5,21,gunung tinggimae,ujung pandang,5,4,4,-,-,1,-5.1389636,119.4156897
1,17,andi mappanyukki,mariso,6,4,4,-,-,1,-5.1521162,119.4147322
5,15,jenderal sudirman,ujung pandang,5,6,5,-,-,2,-5.1345222,119.4137962
4,18,abdullah daeng sirua,panakkukang,4,4,7,-,-,1,-5.1513443,119.4494392
6,15,veteran utara,makassar,5,6,7,-,-,-,-5.1392193,119.4233132
6,21,maccini raya,panakkukang,6,4,4,-,-,3,-5.1380386,119.4340109
5,14,metro tanjung bunga,tamalate,4,6,7,-,-,-,-5.1661576,119.3917443
6,22,boulevard,panakkukang,4,6,7,-,-,-,-5.1557546,119.4411023
5,22,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
3,2,dr. sutomo,ujung pandang,1,4,4,-,-,2,-5.1423683,119.4134903
4,18,mappaodang,tamalate,6,4,4,1,-,1,-5.1732205,119.4158686
1,16,insinyur sutami,tallo,4,4,5,-,-,1,-5.1150772,119.4212502
0,1,perintis kemerdekaan,tamalanrea,6,6,4,-,-,1,-5.1402715,119.48329437389705
4,12,insinyur sutami,biringkanaya,6,8,4,-,-,1,-5.0679484,119.5246223
0,3,dr. sutomo,ujung pandang,1,4,4,1,1,-,-5.1423683,119.4134903
4,15,perumnas antang,manggala,4,6,5,-,-,3,-5.1673981,119.4843358
4,12,cendrawasih,mariso,5,4,4,-,-,1,-5.155219,119.4137008
0,2,gunung bawakaraeng,bontoala,5,4,4,-,-,2,-5.1348657,119.4243319
2,21,perintis kemerdekaan,tamalanrea,3,4,5,-,-,4,-5.1402715,119.48329437389705
2,14,paccerakkang,biringkanaya,4,8,7,1,-,-,-5.1239434,119.5224673
2,10,gunung salahutu,makassar,5,6,5,-,-,1,-5.1412436,119.4218896
2,6,urip sumuharjo,panakkukang,4,4,5,-,-,2,-5.1348243,119.4316818
1,21,amanagapa,ujung pandang,5,4,5,-,-,1,-5.1375303,119.4096708
1,19,cendrawasih,mamajang,5,4,5,-,-,2,-5.167086,119.4118044
5,13,veteran utara,makassar,1,4,4,-,-,2,-5.1392193,119.4233132
5,1,tamalanrea raya,tamalanrea,3,8,7,-,-,1,-5.1358197,119.5070307
3,14,paccinang raya,panakkukang,5,6,4,-,-,1,-5.1499857,119.4690402
6,7,perintis kemerdekaan,tamalanrea,6,4,4,-,-,2,-5.1402715,119.48329437389705
6,17,rappocini raya,rappocini,4,4,5,-,-,2,-5.152599,119.4258781
4,21,veteran utara,makassar,5,4,5,-,-,2,-5.1392193,119.4233132
0,15,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
1,11,perintis kemerdekaan,tamalanrea,5,6,7,-,-,-,-5.1402715,119.48329437389705
1,20,yusuf dg. ngawing,rappocini,5,6,5,-,-,1,-5.1666643,119.4421752
6,7,karunrung raya,ujung pandang,4,4,7,-,-,1,-5.1805817,119.4516159
4,6,daeng ngeppe,tamalate,6,4,4,1,-,-,-5.1790804,119.4156965
6,21,pettarani,rappocini,5,2,5,-,-,1,-5.1510383,119.4374766
4,10,sam ratulangi,mamajang,6,4,4,-,-,2,-5.1545939,119.4163683
5,19,sungai pareman,makassar,5,4,4,-,-,1,-5.139532,119.4190103
5,17,perjanjian bungaya,tamalate,5,4,5,-,-,1,-5.2090132,119.3911307
6,20,perintis kemerdekaan,tamalanrea,6,4,4,-,-,1,-5.1402715,119.48329437389705
4,7,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
4,7,kapasa raya,biringkanaya,5,4,5,-,-,1,-5.0945064,119.4925577
4,22,insinyur sutami,tamalanrea,4,8,9,-,-,3,-5.0891074,119.4804065
0,7,tidung mariolo,rappocini,5,4,4,-,-,1,-5.1651777,119.4431689
0,13,cendrawasih,mariso,6,4,4,-,-,1,-5.155219,119.4137008
0,2,gunung bulusaraung,ujung pandang,6,6,4,-,-,1,-5.1330062,119.4135683
1,13,insinyur sutami,tamalanrea,2,4,4,-,-,2,-5.0891074,119.4804065
2,7,urip sumuharjo,panakkukang,4,3,7,-,-,1,-5.1348243,119.4316818
2,16,perintis kemerdekaan,biringkanaya,4,6,5,-,-,1,-5.117784,119.5110136
1,23,urip sumuharjo,panakkukang,5,4,7,-,-,-,-5.1348243,119.4316818
3,15,urip sumuharjo,panakkukang,4,6,5,-,-,1,-5.1348243,119.4316818
2,23,pettarani,rappocini,5,4,5,-,-,1,-5.1510383,119.4374766
5,14,raya kampus unhas,tamalanrea,5,6,5,-,-,1,-5.1377601,119.4886605
5,10,gunung latimojong,makassar,4,6,5,-,-,1,-5.1405404,119.4208275
5,9,kapasa raya,biringkanaya,4,4,5,-,-,3,-5.0945064,119.4925577
5,13,veteran utara,makassar,1,4,4,-,-,1,-5.1392193,119.4233132
1,6,amirullah,mamajang,1,4,4,-,-,1,-5.1535187,119.4185634
6,9,veteran selatan,mamajang,4,4,5,-,-,1,-5.162773,119.4212589
6,2,metro tanjung bunga,tamalate,2,4,4,1,-,-,-5.1661576,119.3917443
6,21,pintu bandar udara internasional sultan hasanuddin,biringkanaya,4,8,5,-,-,-,-5.0700203,119.5319159
4,6,ketilang,mariso,4,4,5,-,-,2,-5.1511077,119.4153484
3,23,pajukukang,tamalate,4,4,7,-,-,-,-5.2019757,119.3874662
6,8,chairil anwar,ujung pandang,5,6,5,-,-,1,-5.1395246,119.4124322
4,20,kandea,bontoala,5,4,4,-,-,1,-5.1284577,119.4223128
5,21,mapala,rappocini,5,6,5,-,-,1,-5.1690485,119.4403942
4,17,letjen hertasning,rappocini,5,6,5,-,-,1,-5.1630661,119.4444202
4,19,thamrin,ujung pandang,5,6,7,-,-,-,-5.1365726,119.4091304
0,5,mapala,rappocini,4,4,2,-,-,1,-5.1690485,119.4403942
2,13,aroepala,rappocini,4,6,5,-,-,1,-5.1724693,119.4530673
3,10,pannampu,tallo,5,6,5,-,-,1,-5.1184614,119.4264568
3,18,teuku umar raya,tallo,3,4,5,1,-,2,-5.1175544,119.4319332
1,11,galangan kapal,tallo,4,4,5,-,-,2,-5.112275,119.4309818
6,20,borong raya,manggala,5,6,5,-,-,1,-5.1620883,119.4635886
1,14,insinyur sutami,biringkanaya,5,4,5,-,-,1,-5.0679484,119.5246223
1,20,alauddin,tamalate,3,6,5,-,-,3,-5.168597,119.4215778
1,6,urip sumuharjo,panakkukang,4,4,5,-,-,2,-5.1348243,119.4316818
0,22,bung,tamalanrea,1,4,4,-,-,1,-5.142274,119.4872699
5,15,urip sumuharjo,panakkukang,4,6,5,-,-,2,-5.1348243,119.4316818
2,20,urip sumuharjo,panakkukang,4,6,7,-,-,-,-5.1348243,119.4316818
5,12,andi djemma,rappocini,5,6,7,-,-,-,-5.1631564,119.4224047
5,12,perintis kemerdekaan,biringkanaya,4,6,7,-,-,-,-5.117784,119.5110136
2,21,gunung merapi,ujung pandang,1,4,4,-,-,2,-5.1455806,119.4177389
3,10,mapala,rappocini,4,4,5,-,-,1,-5.1690485,119.4403942
1,6,kapasa raya,tamalanrea,1,4,4,-,-,1,-5.1029771,119.4940907
0,7,perintis kemerdekaan,biringkanaya,5,6,5,-,-,2,-5.117784,119.5110136
6,11,abdullah daeng sirua,panakkukang,4,4,7,-,-,1,-5.1513443,119.4494392
4,21,urip sumuharjo,panakkukang,4,4,7,-,-,1,-5.1348243,119.4316818
0,20,urip sumuharjo,panakkukang,4,4,5,-,-,1,-5.1348243,119.4316818
0,16,toddopuli 10,manggala,4,6,5,-,-,1,-5.1659357,119.4600984
5,20,gontang raya,tamalate,1,4,4,-,-,1,-5.1847742,119.4080313
3,1,pettarani,panakkukang,4,4,7,-,-,-,-5.1487126,119.4380057
0,10,daeng tata raya,tamalate,6,4,4,-,-,2,-5.1850019,119.423432
2,19,kangkung,bontoala,2,4,4,-,-,1,-5.1336646,119.4268079
3,15,bandang,bontoala,4,4,5,1,-,2,-5.1329092,119.4213666
3,21,lasinrang,ujung pandang,4,6,7,-,-,-,-5.146835,119.4142894
2,14,insinyur sutami,biringkanaya,4,6,3,1,-,10,-5.0679484,119.5246223
3,15,paccerakkang,biringkanaya,1,4,4,-,-,1,-5.1239434,119.5224673
0,11,perintis kemerdekaan,biringkanaya,5,4,5,-,-,1,-5.117784,119.5110136
4,7,villa mutiara,biringkanaya,4,6,5,1,-,-,-5.0748047,119.49676665181792
1,6,metro tanjung bunga,tamalate,4,4,7,-,-,1,-5.1661576,119.3917443
4,16,antang raya,manggala,5,4,5,-,-,1,-5.1602384,119.4774127
3,22,toddopuli raya,panakkukang,4,4,5,-,-,1,-5.1634474,119.4522972
