day,time,address,district,accident_types,suspect_vehicle,victim_vehicle,MD,LB,LR,lat,long
1,16,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
1,10,poros asrama haji,biringkanaya,2,4,4,-,-,1,-5.0861926,119.5360459
0,23,andi tonro,tamalate,4,4,7,-,-,1,-5.1719829,119.423857
1,17,lagaligo,ujung pandang,4,4,7,-,-,1,-5.1468081,119.414281
1,10,metro tanjung bunga,mariso,4,6,5,-,-,2,-5.1523252,119.4054678
0,11,adyaksa,panakkukang,5,4,5,-,-,1,-5.1572501,119.4479499
3,16,daeng ramang,biringkanaya,4,4,7,-,-,1,-5.0936057,119.5138158
5,2,urip sumuharjo,panakkukang,5,6,7,-,-,-,-5.1348243,119.4316818
6,10,pengayoman,panakkukang,4,4,5,-,-,1,-5.1592732,119.4466246
6,12,sultan alauddin,tamalate,4,6,7,-,-,-,-5.1682367,119.4209823
6,20,tol reformasi,tamalanrea,1,6,4,-,-,1,-5.1102172,119.4431934
4,8,perintis kemerdekaan,biringkanaya,5,6,5,-,-,1,-5.117784,119.5110136
4,16,aroepala,rappocini,6,4,4,-,-,2,-5.1724693,119.4530673
4,11,urip sumuharjo,panakkukang,5,4,4,-,-,1,-5.1348243,119.4316818
4,17,cendrawasih,mariso,4,6,7,-,-,-,-5.155219,119.4137008
5,3,urip sumuharjo,panakkukang,4,6,5,-,-,1,-5.1348243,119.4316818
2,6,teuku umar raya,tallo,5,4,5,-,-,1,-5.1175544,119.4319332
0,22,perintis kemerdekaan,biringkanaya,4,8,5,-,-,2,-5.117784,119.5110136
5,13,insinyur sutami,tamalanrea,4,6,5,-,-,1,-5.0891074,119.4804065
0,19,veteran selatan,mamajang,5,6,5,-,-,1,-5.162773,119.4212589
4,17,tamangapa raya,manggala,5,6,5,1,-,-,-5.1767373,119.4843844
4,14,nikel raya,rappocini,4,4,7,-,-,1,-5.153695,119.4366357
2,18,pajaiang,biringkanaya,5,4,5,-,-,1,-5.1048027,119.5252166
3,4,perintis kemerdekaan,biringkanaya,3,6,7,-,-,1,-5.117784,119.5110136
3,19,datuk patimang,tallo,5,4,5,-,-,2,-5.1258937,119.4324363
0,16,barawaja,panakkukang,5,4,5,-,-,1,-5.1357031,119.4402319
2,10,barawaja,panakkukang,4,4,7,-,-,2,-5.1357031,119.4402319
3,16,borong raya,manggala,4,8,4,1,-,-,-5.1620883,119.4635886
1,8,pettarani,rappocini,5,8,7,-,-,-,-5.1510383,119.4374766
3,14,dr. leimena,manggala,5,4,4,-,-,1,-5.1499864,119.4710753
5,4,letjen hertasning,panakkukang,1,4,4,1,-,-,-5.1625545,119.4430925
4,22,sam ratulangi,mamajang,2,4,4,1,-,-,-5.1545939,119.4163683
6,18,veteran selatan,mamajang,4,4,5,-,-,2,-5.162773,119.4212589
5,19,insinyur sutami,biringkanaya,5,4,5,-,-,1,-5.0679484,119.5246223
5,22,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
6,6,sam ratulangi,mamajang,4,6,5,-,-,1,-5.1545939,119.4163683
0,19,pettarani,rappocini,2,4,4,-,-,1,-5.1510383,119.4374766
5,22,batua raya,panakkukang,4,4,5,-,-,2,-5.1496211,119.4605657
0,2,cendrawasih,mariso,4,4,7,-,-,2,-5.155219,119.4137008
4,15,cendrawasih,mamajang,5,4,4,-,-,1,-5.167086,119.4118044
6,16,andi mappaodang,tamalate,5,4,7,-,-,-,-5.1732205,119.4158686
2,0,sultan alauddin,tamalate,5,6,5,-,-,2,-5.1682367,119.4209823
3,1,sudirman,ujung pandang,4,6,5,-,-,3,-5.1345222,119.4137962
4,15,malengkeri,tamalate,6,4,4,-,-,1,-5.1875239,119.4339559
0,23,dr. leimena,manggala,4,4,7,-,-,1,-5.1499864,119.4710753
6,7,nipa ii,manggala,5,6,5,-,-,2,-5.1669338,119.4941739
6,6,pettarani,rappocini,0,4,4,-,-,3,-5.1510383,119.4374766
6,17,poros nusa harapan permai,tamalanrea,5,4,4,-,-,1,-5.1394117,119.5190607
0,23,perintis kemerdekaan,biringkanaya,4,4,5,-,-,1,-5.117784,119.5110136
6,17,sungai saddang baru,makassar,4,4,7,-,-,1,-5.1468435,119.4250654
3,3,perintis kemerdekaan,tamalanrea,5,6,4,-,-,1,-5.1402715,119.48329437389705
3,2,insinyur sutami,tamalanrea,4,6,9,-,-,-,-5.0891074,119.4804065
1,14,metro tanjung bunga,tamalate,4,4,7,-,-,1,-5.1661576,119.3917443
2,17,perintis kemerdekaan,biringkanaya,5,6,5,-,-,1,-5.117784,119.5110136
3,2,raya kampus unhas,tamalanrea,1,4,4,-,-,1,-5.1377601,119.4886605
6,13,galangan kapal,tallo,4,4,9,1,-,-,-5.112275,119.4309818
4,13,perintis kemerdekaan,biringkanaya,4,6,7,-,-,-,-5.117784,119.5110136
5,10,malengkeri,tamalate,5,4,4,-,-,1,-5.1875239,119.4339559
4,6,kandea,bontoala,5,4,4,-,-,1,-5.1284577,119.4223128
4,7,batua raya,panakkukang,4,4,5,-,-,3,-5.1496211,119.4605657
3,23,gunung latimojong,makassar,5,6,5,-,-,2,-5.1405404,119.4208275
0,7,tamalate i,rappocini,5,8,5,-,-,1,-5.1675882,119.4479146
0,18,pandang raya,panakkukang,4,6,5,-,-,1,-5.1575506,119.4492175
4,14,nuri,mariso,4,4,5,-,-,1,-5.1613624,119.4092236
4,16,pengayoman,panakkukang,4,6,5,-,-,2,-5.1592732,119.4466246
0,9,sultan abdullah,tallo,5,4,5,-,-,1,-5.1037126,119.4396863
2,9,urip sumuharjo,makassar,6,4,4,-,-,1,-5.1348243,119.4316818
1,10,perintis kemerdekaan vii,tamalanrea,4,4,5,-,-,1,-5.1346841,119.4971927
3,8,urip sumuharjo,panakkukang,4,4,6,-,-,1,-5.1348243,119.4316818
4,16,sungai limboto,makassar,5,4,4,-,-,1,-5.1422741,119.4193335
0,1,arief rate,ujung pandang,5,6,5,-,-,1,-5.14495,119.4125725
3,3,kenanga,mariso,1,4,4,-,-,1,-5.1622419,119.4101094
2,17,urip sumuharjo,panakkukang,5,6,4,-,-,1,-5.1348243,119.4316818
2,7,sultan alauddin,tamalate,5,4,5,-,-,1,-5.1682367,119.4209823
3,17,baji minasa ii,mariso,6,4,4,-,-,1,-5.1657427,119.4097701
3,10,perintis kemerdekaan,biringkanaya,5,6,5,-,-,2,-5.117784,119.5110136
1,15,letjen hertasning,panakkukang,4,4,5,-,-,2,-5.1625545,119.4430925
1,17,cendrawasih,mariso,6,4,4,-,-,1,-5.155219,119.4137008
5,18,dr. leimena,panakkukang,3,8,7,-,-,3,-5.1466131,119.469989
5,11,gunung rinjani,tamalate,4,6,5,-,-,1,-5.1819407,119.3940188
5,21,singa,mamajang,5,4,4,-,-,1,-5.1586101,119.4195207
3,22,urip sumuharjo,panakkukang,5,6,5,-,-,3,-5.1348243,119.4316818
6,16,perintis kemerdekaan,tamalanrea,4,4,7,-,-,-,-5.1402715,119.48329437389705
4,2,perintis kemerdekaan,biringkanaya,4,4,7,-,-,2,-5.117784,119.5110136
5,11,cendrawasih,mamajang,4,4,5,-,-,1,-5.167086,119.4118044
6,22,botolempangan,ujung pandang,4,4,5,-,-,2,-5.1419956,119.4120218
4,18,perintis kemerdekaan,tamalanrea,5,6,5,-,-,1,-5.1402715,119.48329437389705
0,11,adyaksa,panakkukang,4,6,7,-,-,-,-5.1572501,119.4479499
2,8,veteran selatan,makassar,6,4,4,-,-,2,-5.1671547,119.419923
3,0,urip sumuharjo,makassar,2,4,4,1,-,-,-5.1348243,119.4316818
3,21,bandang,bontoala,5,4,5,-,1,-,-5.1329092,119.4213666
2,14,pajukukang,tamalate,5,6,5,-,-,1,-5.2019757,119.3874662
1,6,abdul kadir,tamalate,6,4,4,-,-,1,-5.1811779,119.4159871
2,5,urip sumuharjo,panakkukang,6,8,4,-,-,1,-5.1348243,119.4316818
2,15,yusuf dg. ngawing,rappocini,4,8,7,-,-,-,-5.1666643,119.4421752
1,7,urip sumuharjo,makassar,6,4,4,-,-,2,-5.1348243,119.4316818
1,3,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
1,17,insinyur sutami,tamalanrea,1,6,4,-,-,2,-5.0891074,119.4804065
5,8,lasinrang,ujung pandang,4,6,5,-,-,2,-5.146835,119.4142894
6,4,lamadukelleng,ujung pandang,5,4,7,1,-,-,-5.1414467,119.4107642
6,2,perintis kemerdekaan,tamalanrea,4,4,7,-,-,1,-5.1402715,119.48329437389705
1,10,tamangapa raya,manggala,4,4,5,-,-,1,-5.1767373,119.4843844
6,7,insinyur sutami,biringkanaya,5,4,5,-,-,1,-5.0679484,119.5246223
1,7,perintis kemerdekaan,tamalanrea,5,6,5,-,-,1,-5.1402715,119.48329437389705
5,15,abdul kadir,tamalate,4,6,7,-,-,3,-5.1811779,119.4159871
6,7,monginsidi,makassar,6,4,4,-,-,1,-5.1486033,119.4231664
6,6,tinumbu,bontoala,5,4,5,-,-,1,-5.1195488,119.4206733
6,2,penghibur,ujung pandang,5,4,5,-,-,1,-5.1475209,119.4090861
6,17,nipa nipa 2,manggala,5,4,5,-,-,-,-5.1666911,119.493926
4,6,perintis kemerdekaan,biringkanaya,4,4,7,-,-,1,-5.117784,119.5110136
4,14,poros asrama haji,biringkanaya,4,6,5,-,-,1,-5.0861926,119.5360459
4,8,perintis kemerdekaan,biringkanaya,4,4,5,-,-,2,-5.117784,119.5110136
6,13,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
4,10,perintis kemerdekaan,tamalanrea,5,4,4,-,-,1,-5.1402715,119.48329437389705
4,8,raya kampus unhas,tamalanrea,4,4,5,-,-,2,-5.1377601,119.4886605
2,11,bakung i,biringkanaya,6,4,4,-,-,3,-5.0875939,119.5334226
0,14,salahutu,makassar,4,6,5,-,-,1,-5.1412436,119.4218896
3,19,cendrawasih,mariso,4,6,6,-,-,1,-5.155219,119.4137008
0,9,sungai saddang baru,makassar,5,4,5,-,-,1,-5.1468435,119.4250654
0,3,pettarani,panakkukang,4,6,5,-,-,2,-5.1487126,119.4380057
4,18,pelita raya,rappocini,5,4,4,-,-,1,-5.1528655,119.4341715
2,12,maccini sawah,makassar,4,6,5,-,-,2,-5.1374548,119.4297329
2,14,lamadukelleng,ujung pandang,5,6,5,-,-,1,-5.1414467,119.4107642
3,5,cendrawasih,mamajang,4,4,5,-,-,3,-5.167086,119.4118044
3,23,perintis kemerdekaan,tamalanrea,4,4,7,-,-,2,-5.1402715,119.48329437389705
3,5,insinyur sutami,tamalanrea,4,4,5,-,-,4,-5.0891074,119.4804065
2,10,daeng ngeppe,tamalate,2,4,4,-,-,1,-5.1790804,119.4156965
3,9,insinyur sutami,tamalanrea,2,4,4,-,-,2,-5.0891074,119.4804065
2,12,rappocini raya,rappocini,5,4,5,-,-,1,-5.152599,119.4258781
1,13,tala' salapang,rappocini,5,4,5,-,-,1,-5.1816916,119.442485
1,13,perintis kemerdekaan,biringkanaya,5,6,5,-,-,1,-5.117784,119.5110136
2,21,perintis kemerdekaan,tamalanrea,5,6,5,-,-,1,-5.1402715,119.48329437389705
2,16,tupai,mamajang,4,4,5,1,-,-,-5.1604904,119.4202026
5,9,gunung bulusaraung,ujung pandang,4,4,5,1,-,2,-5.1330062,119.4135683
5,19,veteran selatan,mamajang,4,4,5,-,-,1,-5.162773,119.4212589
5,15,abdul kadir,tamalate,5,4,4,-,-,1,-5.1811779,119.4159871
5,6,sultan hasanuddin,ujung pandang,6,4,4,-,-,1,-5.1444747,119.4127353
6,12,andi djemma,rappocini,5,6,5,-,-,1,-5.1631564,119.4224047
6,12,toddopuli v,panakkukang,4,4,5,-,-,2,-5.1626055,119.4476516
6,12,pengayoman,panakkukang,4,6,5,-,-,1,-5.1592732,119.4466246
6,22,tala' salapang,rappocini,5,5,5,-,-,2,-5.1816916,119.442485
0,10,perintis kemerdekaan,tamalanrea,4,4,5,-,-,2,-5.1402715,119.48329437389705
4,13,raya kampus unhas,tamalanrea,6,4,5,-,-,3,-5.1377601,119.4886605
4,12,perintis kemerdekaan,tamalanrea,5,4,4,-,-,1,-5.1402715,119.48329437389705
4,18,paccerakkang,biringkanaya,5,4,4,-,-,2,-5.1239434,119.5224673
4,19,perintis kemerdekaan,biringkanaya,6,4,4,1,-,1,-5.117784,119.5110136
0,9,kandea iii,bontoala,6,4,4,-,-,1,-5.1272132,119.4237866
0,8,gatot subroto,tallo,4,4,5,-,-,1,-5.1182717,119.4350626
1,1,cumi-cumi,bontoala,2,4,4,1,-,-,-5.1337823,119.4292999
2,13,pengayoman,panakkukang,4,6,5,-,-,1,-5.1592732,119.4466246
2,10,urip sumuharjo,panakkukang,6,4,4,-,-,2,-5.1348243,119.4316818
0,21,pettarani,panakkukang,5,6,5,-,-,1,-5.1487126,119.4380057
0,20,perintis kemerdekaan km. 19,biringkanaya,4,4,5,-,-,2,-5.1178133,119.5110641
0,15,perintis kemerdekaan,tamalanrea,5,6,5,-,-,1,-5.1402715,119.48329437389705
6,13,salodong,biringkanaya,0,8,4,-,-,-,-5.0751774,119.4830507
1,17,gunung malabar,ujung pandang,4,4,7,-,-,1,-5.1793589,119.3986315
4,11,urip sumuharjo,bontoala,6,4,4,-,-,2,-5.1348243,119.4316818
2,20,jipang raya,rappocini,4,5,5,-,-,3,-5.1778861,119.4504384
6,12,malengkeri,tamalate,4,6,7,-,-,-,-5.1875239,119.4339559
1,7,pajukukang,tamalate,1,4,5,-,-,1,-5.2019757,119.3874662
0,22,malengkeri,tamalate,4,4,5,-,-,1,-5.1875239,119.4339559
5,20,kima raya ii,biringkanaya,2,4,4,-,-,1,-5.1009287,119.5040347
1,20,mula baru,tamalanrea,6,6,4,-,-,1,-5.0904406,119.4819807
1,11,andi mangerangi,tamalate,5,5,5,-,-,1,-5.16894,119.4185142
1,0,veteran selatan,mamajang,4,4,5,-,-,1,-5.162773,119.4212589
5,11,ujung bor,manggala,5,4,5,-,-,1,-5.1656257,119.5074161
3,21,sunu,tallo,6,4,4,-,-,1,-5.1247334,119.4296097
1,15,pettarani,panakkukang,5,6,5,-,-,2,-5.1487126,119.4380057
6,11,boulevard,panakkukang,5,6,5,-,-,1,-5.1557546,119.4411023
1,16,perintis kemerdekaan iii,tamalanrea,5,4,5,-,-,1,-5.1408287,119.4777871
6,17,pajukukang,tamalate,5,4,4,-,-,1,-5.2019757,119.3874662
6,0,borong raya,manggala,4,4,5,-,-,2,-5.1620883,119.4635886
0,10,perintis kemerdekaan,biringkanaya,4,6,5,-,-,1,-5.117784,119.5110136
0,22,urip sumuharjo,panakkukang,5,6,5,-,-,1,-5.1348243,119.4316818
0,6,urip sumuharjo,panakkukang,5,6,5,-,-,1,-5.1348243,119.4316818
0,16,kumala,tamalate,4,6,7,-,-,-,-5.169866,119.4189942
3,3,paccerakkang,tamalanrea,5,4,5,-,-,1,-5.1389844,119.5193272
2,18,insinyur sutami,biringkanaya,4,4,5,-,-,2,-5.0679484,119.5246223
3,10,perintis kemerdekaan,biringkanaya,4,6,7,-,-,1,-5.117784,119.5110136
3,7,paccerakkang,biringkanaya,4,4,5,-,-,2,-5.1239434,119.5224673
2,10,raya kampus unhas,tamalanrea,6,4,5,-,-,1,-5.1377601,119.4886605
2,17,perintis kemerdekaan,tamalanrea,5,4,4,-,-,1,-5.1402715,119.48329437389705
3,14,nuri,mariso,4,4,5,-,-,2,-5.1613624,119.4092236
3,14,monginsidi,makassar,6,4,4,-,-,1,-5.1486033,119.4231664
1,14,insinyur sutami,tamalanrea,4,8,5,-,-,1,-5.0891074,119.4804065
3,1,perintis kemerdekaan,tamalanrea,5,6,5,-,1,-,-5.1402715,119.48329437389705
1,5,aroepala,rappocini,5,4,5,2,-,-,-5.1724693,119.4530673
6,22,anggrek ii,panakkukang,4,4,5,-,2,-,-5.1610927,119.455431
5,1,pajaiang,biringkanaya,4,4,7,1,-,-,-5.1048027,119.5252166
5,21,cendrawasih,mamajang,4,4,5,-,-,2,-5.167086,119.4118044
5,6,aroepala,rappocini,4,4,5,-,-,1,-5.1724693,119.4530673
3,17,veteran selatan,makassar,5,6,5,-,-,1,-5.1671547,119.419923
6,8,urip sumuharjo,panakkukang,6,4,4,-,-,2,-5.1348243,119.4316818
4,20,penghibur,ujung pandang,4,6,7,-,-,-,-5.1475209,119.4090861
1,6,maccini kidul,makassar,4,4,8,-,-,-,-5.1359776,119.4290438
5,14,insinyur sutami 1,tamalanrea,4,8,7,-,-,-,-5.0891074,119.4804065
6,10,perintis kemerdekaan km 09,tamalanrea,5,4,5,-,-,2,-5.1346841,119.4971927
6,13,letjen hertasning,rappocini,5,6,5,-,-,1,-5.1630661,119.4444202
6,17,rajawali,mariso,4,4,5,-,-,2,-5.1487926,119.4096505
0,8,sanrangan,biringkanaya,4,4,5,1,-,-,-5.1063304,119.5203592
4,17,berua raya,biringkanaya,6,4,4,-,-,2,-5.1158621,119.5232925
2,16,perintis kemerdekaan,tamalanrea,4,6,5,-,-,2,-5.1402715,119.48329437389705
3,8,urip sumuharjo,panakkukang,5,6,5,1,-,-,-5.1348243,119.4316818
3,9,pettarani,panakkukang,4,4,5,-,-,2,-5.1487126,119.4380057
0,13,sunu,tallo,1,4,4,-,-,-,-5.1247334,119.4296097
3,17,maccini baru,makassar,4,4,5,-,-,2,-5.1377938,119.4279247
1,9,urip sumuharjo,bontoala,5,4,5,-,-,1,-5.1348243,119.4316818
5,4,gunung bulusaraung,bontoala,4,4,5,-,-,1,-5.1319163,119.4173808
1,20,veteran selatan,mamajang,5,4,4,-,-,1,-5.162773,119.4212589
1,10,urip sumuharjo,panakkukang,5,6,5,-,-,1,-5.1348243,119.4316818
1,13,paccerakkang,biringkanaya,6,6,4,-,-,1,-5.1239434,119.5224673
6,10,sultan alauddin,rappocini,3,6,7,-,-,1,-5.176566,119.4363938
6,12,yos sudarso,bontoala,5,4,5,1,-,-,-5.1199966,119.4174866
6,18,urip sumuharjo,panakkukang,4,4,8,-,-,2,-5.1348243,119.4316818
5,12,paccerakkang,biringkanaya,5,5,5,-,-,1,-5.1239434,119.5224673
6,9,a.r. hakim,tallo,5,4,5,-,-,1,-5.12141,119.4347354
6,1,monumen emmy saelan,rappocini,4,4,5,-,-,3,-5.1780744,119.4389103
6,21,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
6,3,al markaz,bontoala,5,4,4,-,-,1,-5.1261896,119.4250175
6,12,tupai,mamajang,5,4,5,-,-,1,-5.1604904,119.4202026
0,7,gatot subroto,tallo,4,4,5,-,-,2,-5.1182717,119.4350626
0,5,metro tanjung bunga,tamalate,2,4,4,-,1,-,-5.1661576,119.3917443
0,8,sultan dg raja,bontoala,4,4,5,1,-,1,-5.1317416,119.4294578
0,5,veteran utara,bontoala,6,6,4,-,-,1,-5.1392193,119.4233132
6,2,nipa nipa,manggala,5,4,5,-,-,1,-5.1624042,119.5001015
0,10,monumen emmy saelan,rappocini,4,4,7,-,-,3,-5.1780744,119.4389103
3,2,pengayoman,panakkukang,4,4,7,-,-,1,-5.1592732,119.4466246
0,23,haji kalla,panakkukang,5,4,5,-,-,2,-5.1399514,119.4581721
3,10,pajaiang,biringkanaya,5,6,5,-,-,1,-5.1048027,119.5252166
3,8,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
0,11,insinyur sutami,tamalanrea,5,6,5,-,-,1,-5.0891074,119.4804065
5,14,kerukunan timur,tamalanrea,4,6,5,-,-,2,-5.1399146,119.5094409
3,14,bougenville,panakkukang,5,4,5,-,-,1,-5.1574935,119.4451853
5,21,botolempangan,ujung pandang,4,6,5,-,-,-,-5.1419956,119.4120218
1,8,bandang,bontoala,4,6,5,-,-,1,-5.1329092,119.4213666
5,20,poros perumnas sudiang,biringkanaya,4,4,5,-,-,1,-5.102836,119.532664
5,16,gunung merapi,ujung pandang,4,6,7,-,-,-,-5.1455806,119.4177389
6,8,kima raya ii,biringkanaya,5,4,5,-,-,1,-5.1009287,119.5040347
6,17,g. batu putih,ujung pandang,5,4,5,-,-,2,-5.1468769,119.4185684
5,18,perintis kemerdekaan km. 19,biringkanaya,4,4,7,-,-,2,-5.1178133,119.5110641
6,22,perintis kemerdekaan km. 8,tamalanrea,5,4,4,-,-,3,-5.1346841,119.4971927
4,11,metro tanjung bunga,tamalate,5,4,4,1,-,-,-5.1661576,119.3917443
4,20,insinyur juanda,tallo,4,4,5,-,-,3,-5.12158,119.437594
4,17,kumala,tamalate,5,5,5,-,-,1,-5.169866,119.4189942
4,11,veteran selatan,mamajang,4,4,7,-,-,2,-5.162773,119.4212589
6,14,andi mappaodang,tamalate,4,4,4,-,-,1,-5.1732205,119.4158686
4,14,barawaja ii,panakkukang,5,4,4,-,-,1,-5.1357031,119.4402319
4,19,barawaja,panakkukang,4,4,9,-,-,1,-5.1357031,119.4402319
0,16,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
2,7,maccini sawah,makassar,4,4,5,-,-,2,-5.1374548,119.4297329
2,22,lamadukelleng,ujung pandang,6,4,4,-,-,2,-5.1414467,119.4107642
2,16,flyover,panakkukang,5,4,5,-,-,1,-5.1376059000000005,119.43944152525108
0,8,urip sumuharjo,panakkukang,5,6,5,-,-,1,-5.1348243,119.4316818
1,9,urip sumuharjo,panakkukang,6,4,4,-,-,3,-5.1348243,119.4316818
0,11,perintis kemerdekaan,tamalanrea,5,4,5,-,-,1,-5.1402715,119.48329437389705
2,22,perintis kemerdekaan,biringkanaya,4,4,5,-,-,4,-5.117784,119.5110136
2,11,veteran utara,makassar,4,4,5,-,-,1,-5.1392193,119.4233132
6,11,urip sumuharjo,panakkukang,4,8,5,1,-,1,-5.1348243,119.4316818
6,17,domba,makassar,4,4,7,-,-,2,-5.1502623,119.421726
5,21,urip sumuharjo,panakkukang,5,4,5,-,-,2,-5.1348243,119.4316818
6,10,tol reformasi km. 3200,tallo,1,6,4,-,-,1,-5.1100702,119.4431215
2,21,abdullah daeng sirua,panakkukang,4,4,5,-,-,1,-5.1513443,119.4494392
6,0,urip sumuharjo,panakkukang,4,4,5,-,-,-,-5.1348243,119.4316818
4,7,urip sumuharjo,panakkukang,4,4,5,-,-,1,-5.1348243,119.4316818
4,16,sultan alauddin,rappocini,5,6,7,-,-,-,-5.176566,119.4363938
6,21,raya kampus unhas,tamalanrea,5,4,5,-,-,1,-5.1377601,119.4886605
4,14,gunung bawakaraeng,makassar,4,4,5,-,-,3,-5.1348657,119.4243319
6,22,insinyur sutami,tamalanrea,4,4,9,-,-,2,-5.0891074,119.4804065
0,8,laikang,biringkanaya,6,4,4,1,-,1,-5.1040237,119.5375731
2,12,sultan alauddin,tamalate,4,4,5,1,-,2,-5.1682367,119.4209823
0,20,kima iii,biringkanaya,4,4,9,-,-,1,-5.1064167,119.5065503
0,12,goa ria,biringkanaya,4,4,5,-,-,2,-5.0810812,119.5253813
0,13,goa ria,biringkanaya,5,4,4,-,-,1,-5.0810812,119.5253813
2,10,pengayoman,panakkukang,4,6,5,-,-,1,-5.1592732,119.4466246
2,0,mesjid raya,bontoala,4,4,6,-,-,2,-5.1333841,119.4274196
4,7,rajawali,mariso,4,4,8,-,-,1,-5.1487926,119.4096505
0,17,perjanjian bungaya,tamalate,4,4,7,-,-,1,-5.2090132,119.3911307
0,21,perintis kemerdekaan,tamalanrea,5,8,7,-,-,-,-5.1402715,119.48329437389705
3,7,kumala,tamalate,5,4,5,-,-,1,-5.169866,119.4189942
3,10,perintis kemerdekaan,tamalanrea,5,4,5,-,-,2,-5.1402715,119.48329437389705
3,17,perintis kemerdekaan,tamalanrea,1,4,4,-,-,1,-5.1402715,119.48329437389705
1,7,insinyur sutami iv,tamalanrea,1,6,4,-,-,1,-5.0891074,119.4804065
5,8,mesjid raya,bontoala,4,4,5,-,-,2,-5.1333841,119.4274196
5,15,perintis kemerdekaan,tamalanrea,4,6,5,-,-,1,-5.1402715,119.48329437389705
5,11,tamalanrea raya,tamalanrea,5,6,7,-,-,-,-5.1358197,119.5070307
0,20,veteran utara,bontoala,4,4,9,-,-,1,-5.1392193,119.4233132
3,11,haji bau,mariso,4,4,7,-,-,2,-5.148609,119.4111046
6,14,sam ratulangi,mamajang,5,4,5,-,-,1,-5.1545939,119.4163683
6,9,poros tamalanrea indah,tamalanrea,4,4,5,-,-,2,-5.1264839,119.5000076
6,13,gontang raya,tamalate,4,4,5,-,-,2,-5.1847742,119.4080313
6,10,sudirman,ujung pandang,4,4,7,-,-,1,-5.1345222,119.4137962
4,5,dr. leimena,manggala,5,6,4,-,-,1,-5.1499864,119.4710753
4,9,insinyur sutami,biringkanaya,5,4,5,-,-,1,-5.0679484,119.5246223
1,13,kumala ii,tamalate,6,4,4,-,-,1,-5.1710062,119.4195533
4,16,perintis kemerdekaan,biringkanaya,4,6,5,-,-,1,-5.117784,119.5110136
4,1,gunung latimojong,makassar,4,4,7,-,-,1,-5.1405404,119.4208275
0,21,tupai,mamajang,4,4,5,-,-,3,-5.1604904,119.4202026
0,9,arief rate,ujung pandang,5,4,5,-,-,1,-5.14495,119.4125725
4,16,abdul kadir,tamalate,6,4,4,-,-,1,-5.1811779,119.4159871
0,13,slamet riyadi,ujung pandang,5,4,4,-,-,1,-5.134358,119.4071906
2,17,rappocini 9,rappocini,5,6,5,-,-,2,-5.1546267,119.4265473
2,23,sudirman,ujung pandang,4,6,5,-,-,1,-5.1345222,119.4137962
3,2,borong raya,manggala,5,4,5,-,-,1,-5.1620883,119.4635886
1,15,urip sumuharjo,panakkukang,5,4,5,-,-,1,-5.1348243,119.4316818
2,21,kima raya ii,biringkanaya,1,4,4,1,-,-,-5.1009287,119.5040347
0,17,urip sumuharjo,bontoala,5,6,7,-,-,-,-5.1348243,119.4316818
3,12,pajaiang,biringkanaya,4,4,5,-,-,1,-5.1048027,119.5252166
1,15,sudirman,ujung pandang,4,6,5,-,-,1,-5.1345222,119.4137962
5,9,ar daeng ngunjung,tallo,6,6,4,1,-,-,-5.124173,119.4391567
0,8,perintis kemerdekaan,tamalanrea,6,4,7,1,-,-,-5.1402715,119.48329437389705
1,4,urip sumuharjo,panakkukang,1,6,4,-,-,-,-5.1348243,119.4316818
5,20,urip sumuharjo,panakkukang,5,4,5,-,-,2,-5.1348243,119.4316818
6,22,veteran selatan,mamajang,6,4,4,-,-,2,-5.162773,119.4212589
3,1,jipang raya,rappocini,4,4,7,-,-,2,-5.1778861,119.4504384
2,11,moha,manggala,5,4,5,-,-,1,-5.1639257,119.482062
5,6,sultan alauddin,tamalate,6,6,4,-,-,1,-5.1682367,119.4209823
4,20,tol reformasi,tallo,5,8,7,-,-,1,-5.1105854,119.4355002
0,14,pintu bandar udara internasional sultan hasanuddin,biringkanaya,5,6,7,-,-,-,-5.0700203,119.5319159
2,2,urip sumuharjo,makassar,4,4,7,-,-,1,-5.1348243,119.4316818
0,16,daeng regge,tallo,6,6,4,-,-,1,-5.1219016,119.4382109
2,4,tinumbu,bontoala,5,4,5,-,-,1,-5.1195488,119.4206733
3,11,perintis kemerdekaan,tamalanrea,6,4,4,-,-,1,-5.1402715,119.48329437389705
4,8,tamalate i,rappocini,5,4,5,-,-,1,-5.1675882,119.4479146
0,2,dr. leimena,manggala,5,6,5,-,-,1,-5.1499864,119.4710753
3,16,sunu,tallo,5,4,5,-,-,1,-5.1247334,119.4296097
1,16,sudirman,ujung pandang,6,4,4,-,-,1,-5.1345222,119.4137962
1,18,metro tanjung bunga,mariso,5,4,5,-,-,1,-5.1523252,119.4054678
5,3,sam ratulangi,mamajang,5,6,7,-,-,-,-5.1545939,119.4163683
