"no","day","date","time","address","district","accident_types","suspect_age","victim_age","suspect_vehicle","victim_vehicle","MD","LB","LR","material_loss"
"631","Tuesday","2018-05-22","10:10"," Nipa Nipa","Manggala","TK","68","29","R2","R6","1","-","-","-"
"632","Monday","2018-05-21","17:00"," Paccerakkang","Tamalanrea","OC","41","57","R2","-","-","-","2","75,000"
"633","Monday","2018-05-21","21:30"," Pettarani","Panakkukang","OC","34","61","R2","-","-","-","1","-"
"634","Wednesday","2018-05-23","18:00"," Gn. Latimojong","Makassar","TK","41","39","R4","R2","-","-","1","1,000,000"
"635","Wednesday","2018-05-23","19:30"," Pongtiku","Bontoala","TM","20","51","R2","-","-","-","1","500,000"
"636","Wednesday","2018-05-23","22:30"," Metro Tanjung Bunga","Tamalate","OC","33","-","R2","-","-","-","1","50,000"
"637","Wednesday","2018-05-23","14:00"," Toddopuli Raya","Panakkukang","TL","-","53","R2","-","-","-","1","-"
"638","Saturday","2018-05-19","19:00"," Metro Tanjung Bunga","Tamalate","TK","19","43","R2","R4","-","-","1","2,000,000"
"639","Wednesday","2018-05-23","4:00"," Tamangapa Raya","Manggala","T","39","44","R6","-","-","-","-","10,000,000"
"640","Thursday","2018-05-24","9:40","Urip Sumuharjo","Bontoala","TK","37","45","R2","R2","-","-","2","100,000"
"641","Tuesday","2018-05-22","4:10"," Lanto Daeng Pasewang","Mamajang","TL","-","32","R2","R2","-","-","1","100,000"
"642","Friday","2018-05-25","2:30"," Pettarani","Rappocini","TL","-","29","R4","R2","1","-","-","2,000,000"
"643","Friday","2018-05-25","3:30"," Batua Raya","Panakkukang","TK","25","18","R4","R2","-","-","1","10,000,000"
"644","Friday","2018-05-25","5:30"," Sultan Alauddin","Tamalate","TL","-","35","R2","R2","-","-","1","100,000"
"645","Friday","2018-05-25","16:20","Urip Sumuharjo","Panakkukang","TK","37","22","R2","R6","-","-","1","200,000"
"646","Saturday","2018-05-26","12:30"," Perintis Kemerdekaan","Biringkanaya","TK","32","44","R6","R2","1","-","-","500,000"
"647","Thursday","2018-05-24","17:00"," Kerung-Kerung","Makassar","TL","-","10","R2","-","-","-","1","-"
"648","Sunday","2018-05-27","12:45"," Perintis Kemerdekaan","Biringkanaya","TL","-","24","R4","R4","-","-","-","2,000,000"
"649","Saturday","2018-05-26","5:30"," Perintis Kemerdekaan","Tamalanrea","OC","21","-","R2","-","-","-","1","1,500,000"
"650","Sunday","2018-05-27","17:40"," Sunu","Tallo","TL","-","12","R2","R2","-","-","3","150,000"
"651","Saturday","2018-05-26","13:00"," Samiun","Ujung Pandang","TK","24","30","R4","R4","-","-","1","15,000,000"
"652","Thursday","2018-05-24","16:00"," Rajawali","Mariso","OC","28","30","R2","-","-","-","2","100,000"
"653","Friday","2018-05-25","5:00"," Sunu","Bontoala","TL","-","18","R2","R2","-","-","1","400,000"
"654","Monday","2018-05-28","1:00"," Taman Makam Pahlawan","Panakkukang","OC","22","-","R2","-","-","-","1","1,000,000"
"655","Monday","2018-05-28","5:00"," Daeng Tata Raya","Tamalate","TL","-","56","R2","Rro","-","-","1","200,000"
"656","Monday","2018-05-28","17:30","Urip Sumuharjo","Panakkukang","TK","23","21","R4","R2","-","-","2","2,000,000"
"657","Monday","2018-05-28","8:00"," Profesor Abdurrahman Basalamah","Panakkukang","TK","-","36","R2","R2","-","-","2","1,000,000"
"658","Monday","2018-05-28","10:00"," Mesjid Raya","Bontoala","TL","-","45","R4","-","-","-","1","-"
"659","Monday","2018-05-28","11:00"," Serigala","Mamajang","TK","19","17","R2","R2","-","-","2","1,000,000"
"660","Sunday","2018-05-27","3:00"," Pettarani","Panakkukang","TL","-","39","R4","R2","-","-","1","1,000,000"
"661","Wednesday","2018-05-30","20:57"," Pettarani","Rappocini","TL","-","25","R4","R2","-","-","2","500,000"
"662","Wednesday","2018-05-30","16:40"," Korban 40.000 Jiwa","Tallo","TM","45","33","R2","-","-","-","1","-"
"663","Wednesday","2018-05-30","11:30"," Tamalanrea Raya","Tamalanrea","TL","-","31","R2","R2","-","-","1","300,000"
"664","Wednesday","2018-05-30","11:30"," Tamalanrea Raya","Tamalanrea","TM","44","38","R2","-","-","-","3","100,000"
"665","Tuesday","2018-05-29","19:00"," Bontoa Raya","Tamalanrea","OC","36","11","R2","-","-","-","1","100,000"
"666","Tuesday","2018-05-29","17:00"," Veteran Utara ","Makassar","TK","26","50","R4","R2","-","-","1","-"
"667","Monday","2018-05-28","22:15"," Gatot Subroto","Tallo","TK","21","18","R2","R2","-","-","4","1,000,000"
"668","Wednesday","2018-05-30","16:00"," Perintis Kemerdekaan","Biringkanaya","OC","19","-","R2","-","-","-","1","750,000"
"669","Thursday","2018-05-31","13:15"," Tinumbu","Bontoala","TK","23","21","R2","R2","1","-","1","100,000"
"670","Wednesday","2018-05-30","18:30"," Borong Raya","Manggala","T","53","52","B2","-","-","-","2","200,000"
"671","Monday","2018-05-28","17:00"," Sultan Alauddin","Rappocini","T","19","19","R2","-","-","-","1","-"
"672","Friday","2018-06-01","14:30"," Boulevard","Panakkukang","TL","-","75","R4","R4","-","-","-","2,000,000"
"673","Wednesday","2018-05-30","19:00"," Cendrawasih","Mariso","OC","53","-","R2","-","-","-","1","-"
"674","Saturday","2018-04-07","10:00"," Macan","Mamajang","OC","35","-","R2","-","-","-","1","-"
"675","Thursday","2018-05-31","0:45"," Perintis Kemerdekaan","Biringkanaya","TK","24","42","R2","R4","-","-","2","3,500,000"
"676","Friday","2018-06-01","15:00"," Lantebung","Tamalanrea","TM","37","11","R6","-","1","-","-","-"
"677","Friday","2018-06-01","19:15"," Sanrangan","Biringkanaya","OC","19","-","R2","-","-","-","1","-"
"678","Wednesday","2018-05-02","7:00"," Perintis Kemerdekaan","Tamalanrea","TK","-","48","R4","R4","-","-","-","500,000"
"679","Friday","2018-06-01","10:00"," Laikang","Biringkanaya","TK","28","39","R2","R2","-","-","1","1,000,000"
"680","Sunday","2018-06-03","23:30"," Perintis Kemerdekaan","Biringkanaya","TL","-","24","R2","R2","-","-","2","-"
"681","Saturday","2018-06-02","20:30"," Veteran Utara ","Makassar","TL","-","69","R2","-","-","-","1","-"
"682","Saturday","2018-06-02","11:00","Pajukukang","Tamalate","TL","-","32","R2","R2","-","-","3","-"
"683","Saturday","2018-06-02","9:15"," Sukaria 4","Panakkukang","OC","36","55","R2","-","-","-","2","200,000"
"684","Sunday","2018-06-03","19:00"," Baji Minasa","Mariso","TM","18","8","R2","-","-","-","1","-"
"685","Friday","2018-06-01","3:00"," Sehati","Panakkukang","T","24","-","R2","-","1","-","-","200,000"
"686","Sunday","2018-05-13","14:00"," Ahmad Dahlan","Ujung Pandang","TL","-","5","R4","-","-","-","1","-"
"687","Wednesday","2018-04-11","10:00"," Metro Tanjung Bunga","Tamalate","T","40","-","R4","-","-","-","-","15,000,000"
"688","Saturday","2018-06-02","7:30","Urip Sumuharjo","Panakkukang","TK","20","-","R2","R4","-","-","1","500,000"
"689","Thursday","2018-05-31","21:00"," Veteran Utara ","Makassar","TM","17","50","R2","-","-","-","3","100,000"
"690","Saturday","2018-06-02","18:30"," Andi Tonro","Tamalate","OC","16","-","R2","-","-","-","1","300,000"
"691","Monday","2018-06-04","23:00"," Dr. Leimena","Panakkukang","OC","43","24","R2","-","1","-","1","1,000,000"
"692","Monday","2018-06-04","1:00","Urip Sumuharjo","Makassar","TL","-","26","R4","R2","-","-","1","200,000"
"693","Saturday","2018-06-02","6:00"," Tanjung Alang","Mamajang","TL","-","28","R4","B2","-","-","1","-"
"694","Sunday","2018-06-03","17:45"," Pettarani","Rappocini","TL","-","17","R6","R2","-","-","1","500,000"
"695","Wednesday","2018-05-30","19:45"," Skarda","Rappocini","TK","24","26","R2","R2","-","-","1","-"
"696","Saturday","2018-06-02","23:30"," Paccerakkang","Biringkanaya","T","36","-","R2","-","-","-","1","350,000"
"697","Monday","2018-06-04","13:30"," Veteran Utara ","Bontoala","TL","-","25","R4","R4","-","-","-","500,000"
"698","Wednesday","2018-06-06","9:00"," Sultan Alauddin","Rappocini","TL","-","52","R4","R4","-","-","-","1,000,000"
"699","Tuesday","2018-06-05","14:20"," AMD","Manggala","OC","40","-","R2","-","-","-","1","-"
"700","Wednesday","2018-05-23","9:50"," Mesjid Raya","Bontoala","OC","46","-","R2","-","-","-","1","150,000"
"701","Sunday","2018-06-03","22:30"," Tanjung Bayang","Tamalate","OC","31","34","B2","-","-","-","1","-"
"702","Tuesday","2018-06-05","11:00"," Regge 2","Tallo","TL","-","34","R2","R2","-","-","1","100,000"
"703","Wednesday","2018-06-06","21:30"," Sultan Alauddin","Rappocini","OC","16","37","R2","-","-","-","1","500,000"
"704","Wednesday","2018-06-06","20:00"," Lamuru","Bontoala","TL","-","14","R2","R2","-","-","1","300,000"
"705","Tuesday","2018-06-05","18:30"," Perintis Kemerdekaan","Tamalanrea","TM","15","70","R2","-","-","-","2","50,000"
"706","Wednesday","2018-06-06","20:00","Urip Sumuharjo","Panakkukang","TK","22","31","R2","R2","-","-","2","100,000"
"707","Wednesday","2018-06-06","22:00"," Tamalanrea Raya","Tamalanrea","TL","-","21","R4","R4","-","-","-","1,000,000"
"708","Wednesday","2018-06-06","17:15"," Perintis Kemerdekaan","Tamalanrea","TK","42","","R2","R2","-","-","1","150,000"
"709","Monday","2018-06-04","19:00"," Perintis Kemerdekaan","Biringkanaya","TL","-","33","R2","R2","-","-","2","-"
"710","Thursday","2018-06-07","20:00"," Dr. Sutomo","Ujung Pandang","OC","16","15","R2","-","-","-","1","-"
"711","Friday","2018-06-08","13:00"," Perintis Kemerdekaan","Tamalanrea","OC","22","50","R2","-","-","-","1","-"
"712","Friday","2018-06-08","15:45"," Perintis Kemerdekaan","Biringkanaya","TK","36","31","R4","R2","-","-","1","10,000,000"
"713","Saturday","2018-06-09","6:00"," Perintis Kemerdekaan IV","Tamalanrea","OC","41","23","R4","-","-","-","4","15,000,000"
"714","Wednesday","2018-06-06","5:00"," Paccerakkang","Biringkanaya","TK","41","21","R4","R2","-","-","1","500,000"
"715","Saturday","2018-06-09","18:30"," Muh. Tahir","Tamalate","TM","22","37","R2","-","-","-","2","300,000"
"716","Sunday","2018-06-10","3:30"," Boulevard","Panakkukang","TK","20","-","R2","-","-","-","1","300,000"
"717","Sunday","2018-06-10","8:00"," Pettarani","Panakkukang","TK","38","32","R4","R2","-","-","2","7,000,000"
"718","Saturday","2018-06-09","11:00"," Perumnas Antang","Manggala","TL","-","61","R2","R2","-","-","1","100,000"
"719","Saturday","2018-06-09","13:00"," Cendrawasih","Mariso","OC","43","11","R2","-","-","-","1","-"
"720","Tuesday","2018-06-05","3:00","Urip Sumuharjo","Makassar","T","46","-","R2","-","-","-","1","100,000"
"721","Friday","2018-06-08","19:00"," Abdullah Daeng Sirua","Panakkukang","TM","19","38","R2","-","-","-","2","100,000"
"722","Saturday","2018-06-09","15:00"," Cendrawasih","Mamajang","TL","-","8","R2","-","-","-","1","-"
"723","Sunday","2018-06-10","19:00"," Sungai Cerekang","Ujung Pandang","OC","67","-","R2","-","-","-","1","-"
"724","Saturday","2018-06-09","17:50"," Laiya","Bontoala","TL","-","49","B2","R2","1","-","-","150,000"
"725","Sunday","2018-06-10","16:00"," Pengayoman","Panakkukang","TL","-","53","R2","R2","1","-","-","100,000"
"726","Monday","2018-06-11","1:00"," Profesor Abdurrahman Basalamah","Panakkukang","OC","20","19","R2","-","-","-","2","300,000"
"727","Sunday","2018-06-10","16:30"," Bonto Bila Raya","Manggala","OC","65","58","R2","-","-","-","2","100,000"
"728","Monday","2018-06-11","11:30"," Sukaria I","Panakkukang","OC","46","73","R2","-","-","-","1","-"
"729","Sunday","2018-06-10","17:50"," Profesor Abdurrahman Basalamah","Panakkukang","OC","20","-","R2","-","-","-","1","300,000"
"730","Friday","2018-05-18","17:30"," Bontoloe","Tamalanrea","OC","24","41","R2","-","-","-","1","-"
"731","Tuesday","2018-06-12","7:10"," Sultan Alauddin","Rappocini","TL","-","69","R2","R2","-","-","1","200,000"
"732","Wednesday","2018-06-06","12:45"," Adyaksa","Panakkukang","TK","55","52","R2","R4","-","-","1","500,000"
"733","Monday","2018-06-11","21:30"," Perintis Kemerdekaan","Tamalanrea","OC","23","19","R2","-","-","-","1","-"
"734","Saturday","2018-06-09","23:30"," Veteran Selatan","Makassar","OC","55","-","R2","-","-","-","1","200,000"
"735","Monday","2018-06-11","22:00"," Gunung Bulusaraung","Ujung Pandang","OC","25","-","R2","-","-","-","1","-"
"736","Monday","2018-06-11","18:00"," Gunung Bulusaraung","Ujung Pandang","TM","23","21","R2","-","-","-","2","-"
"737","Thursday","2018-06-07","23:15"," Gunung Bulusaraung","Ujung Pandang","TK","23","20","R2","R2","-","-","2","2,000,000"
"738","Wednesday","2018-06-13","15:00","Urip Sumuharjo","Panakkukang","TK","23","36","R4","R2","-","-","1","1,500,000"
"739","Wednesday","2018-06-13","9:10"," Metro Tanjung Bunga","Tamalate","TL","-","31","R4","R2","-","-","1","50,000"
"740","Tuesday","2018-06-12","12:00","Urip Sumuharjo","Bontoala","TL","-","32","R4","R2","-","-","1","50,000"
"741","Tuesday","2018-06-12","21:15"," Raya Baruga","Manggala","TK","26","33","R2","R4","-","-","1","5,000,000"
"742","Monday","2018-06-11","18:00"," Veteran Selatan","Makassar","TL","-","46","R4","B2","1","-","-","300,000"
"743","Tuesday","2018-06-12","21:35","Urip Sumuharjo","Panakkukang","TK","18","17","R2","R4","-","-","2","1,000,000"
"744","Friday","2018-06-15","9:00"," Tamangapa Raya","Manggala","T","37","13","R2","-","-","-","1","-"
"745","Thursday","2018-06-14","21:00"," Mirah Seruni","Panakkukang","TK","16","18","R2","R2","-","-","1","1,500,000"
"746","Friday","2018-06-15","9:30"," Metro Tanjung Bunga","Mariso","T","21","50","R2","-","-","-","1","-"
"747","Friday","2018-06-15","22:00"," Serigala","Mamajang","T","21","-","R2","-","-","-","1","100,000"
"748","Thursday","2018-06-14","19:30"," Manuruki II","Tamalate","TL","-","12","R2","-","-","-","1","-"
"749","Thursday","2018-06-14","17:30"," Sultan Alauddin","Rappocini","TM","23","54","R4","-","-","-","1","500,000"
"750","Thursday","2018-06-14","19:30"," Pettarani","Panakkukang","T","25","-","R2","-","-","-","1","50,000"
"751","Saturday","2018-06-16","11:30"," Abu Bakar Lambogo","Panakkukang","T","31","-","R2","-","-","-","1","200,000"
"752","Saturday","2018-06-16","19:30"," Veteran Utara ","Makassar","TK","22","16","R2","R2","-","-","3","2,000,000"
"753","Sunday","2018-06-17","20:30"," Minasa Upa","Rappocini","TK","13","21","R2","R2","-","-","2","500,000"
"754","Saturday","2018-06-16","15:00"," Kapasa Raya","Tamalanrea","OC","16","16","R4","-","1","-","4","100,000,000"
"755","Saturday","2018-06-16","7:00","Pintu Bandar Udara Internasional Sultan Hasanuddin","Biringkanaya","TK","52","20","R4","R2","1","-","1","3,500,000"
"756","Saturday","2018-06-16","17:13","Jalan Poros Asrama Haji","Biringkanaya","OC","59","56","R2","-","-","-","2","-"
"757","Saturday","2018-06-16","14:45"," Batara Bira","Biringkanaya","TK","15","36","R2","R4","-","-","2","5,000,000"
"758","Friday","2018-06-15","7:20"," Datuk Ditiro","Tallo","OC","21","21","R2","-","-","-","1","-"
"759","Tuesday","2018-06-12","9:00"," Sultan Hasanuddin","Ujung Pandang","TL","-","54","R2","R4","-","-","-","2,000,000"
"760","Thursday","2018-06-14","23:30"," Sam Ratulangi","Mamajang","TM","13","16","R2","-","-","-","2","-"
"761","Sunday","2018-06-17","15:30"," Pettarani","Panakkukang","TK","27","17","R4","R2","-","-","2","3,000,000"
"762","Sunday","2018-06-24","14:00"," Haji Bau","Mariso","TL","-","14","R4","R2","-","-","1","100,000"
"763","Thursday","2018-06-14","17:00","Pajukukang","Tamalate","OC","56","12","R2","-","-","-","2","100,000"
"764","Friday","2018-06-15","16:00"," Sanrangan","Biringkanaya","OC","41","-","R2","-","-","-","1","150,000"
"765","Thursday","2018-06-14","23:30"," Sultan Alauddin","Rappocini","OC","40","20","R2","-","-","-","3","200,000"
"766","Sunday","2018-06-17","22:00","Urip Sumuharjo","Panakkukang","TL","-","45","R2","R2","-","-","1","100,000"
"767","Tuesday","2018-06-19","7:00"," Inspeksi PAM","Manggala","TK","-","45","R4","R2","-","-","1","1,000,000"
"768","Monday","2018-06-11","8:30"," Letjen Hertasning","Rappocini","TL","-","32","R2","R2","-","-","2","75,000"
"769","Tuesday","2018-06-12","11:00"," Jenderal Ahmad Yani","Ujung Pandang","TL","-","37","R2","R2","-","-","1","100,000"
"770","Tuesday","2018-06-19","21:30","Urip Sumuharjo","Panakkukang","TK","16","16","R2","R2","-","-","3","500,000"
"771","Friday","2018-06-15","11:00"," Sungai Saddang  ","Makassar","TK","28","-","R2","R2","-","-","1","200,000"
"772","Tuesday","2018-05-29","15:00","Tamalanrea Raya","Tamalanrea","TM","13","72","R2","-","-","-","1","-"
"773","Tuesday","2018-06-19","17:00","Raya Telkomas","Biringkanaya","OC","13","14","R2","-","-","-","1","-"
"774","Thursday","2018-06-21","16:00"," Pettarani","Panakkukang","TM","42","31","R2","-","-","-","2","500,000"
"775","Thursday","2018-06-21","7:50","Urip Sumuharjo V","Panakkukang","TL","-","45","R4","R2","-","-","1","200,000"
"776","Thursday","2018-06-21","9:25"," Adyaksa  ","Panakkukang","TK","30","39","R4","R2","-","-","1","500,000"
"777","Thursday","2018-06-21","11:00"," Monginsidi","Mamajang","TK","24","27","R2","R2","-","-","1","100,000"
"778","Friday","2018-06-22","10:00"," Toddopuli Raya Timur","Panakkukang","TM","19","48","R2","-","1","-","-","100,000"
"779","Saturday","2018-06-23","4:30"," Toddopuli Raya Timur","Panakkukang","TL","-","22","R4","R2","-","-","1","300,000"
"780","Saturday","2018-06-23","20:00"," Perintis Kemerdekaan ","Biringkanaya","TK","20","28","R2","R2","-","-","2","-"
"781","Sunday","2018-06-24","11:30"," Perintis Kemerdekaan","Biringkanaya","TK","35","50","R4","R2","-","-","1","500,000"
"782","Sunday","2018-06-24","9:15","Urip Sumuharjo ","Panakkukang","TL","-","72","R2","R2","-","-","1","300,000"
"783","Sunday","2018-06-24","18:30"," Baji Minasa","Mariso","TK","51","16","R6","R2","-","-","1","100,000"
"784","Saturday","2018-06-23","16:00"," Sungai Saddang Baru","Makassar","TK","20","65","R2","R4","-","-","1","500,000"
"785","Wednesday","2018-06-27","11:30"," Cendrawasih","Mariso","TK","45","17","R2","R2","-","-","2","-"
"786","Wednesday","2018-06-27","15:00"," Perintis Kemerdekaan","Tamalanrea","TK","24","17","R2","M","-","-","1","150,000"
"787","Wednesday","2018-06-27","9:24","Urip Sumuharjo ","Panakkukang","TL","-","28","R2","R2","-","-","1","100,000"
"788","Thursday","2018-06-28","20:00"," Pajukukang","Tamalate","TM","19","30","R2","-","-","-","2","1,000,000"
"789","Thursday","2018-06-28","19:15"," Perintis Kemerdekaan","Biringkanaya","TK","64","23","R2","R2","1","-","1","500,000"
"790","Thursday","2018-06-28","19:30"," Perintis Kemerdekaan","Biringkanaya","TK","42","34","R2","R2","-","-","1","100,000"
"791","Friday","2018-06-29","12:30"," Perintis Kemerdekaan IV","Biringkanaya","TK","69","18","R2","R2","-","-","1","-"
"792","Sunday","2018-07-01","4:10","Insinyur Sutami","Biringkanaya","T","30","24","R4","-","2","-","8","300,000,000"
"793","Friday","2018-06-29","10:00"," Batua Raya ","Manggala","TL","-","50","R2","R2","-","-","1","100,000"
"794","Sunday","2018-07-01","11:00"," Sam Ratulangi ","Mariso","TK","24","35","R2","R4","-","-","2","5,000,000"
"795","Saturday","2018-06-30","12:30"," Kakatua","Mariso","TL","-","12","R4","-","-","-","1","-"
"796","Monday","2018-07-02","5:00"," Perintis Kemerdekaan ","Biringkanaya","TB","58","37","R6","R2","-","-","1","20,000,000"
"797","Thursday","2018-06-28","17:00"," Sam Ratulangi ","Mariso","TL","-","34","R4","R2","-","-","1","500,000"
"798","Tuesday","2018-07-03","6:00"," Mallombassang","Makassar","TM","39","68","R4","-","1","-","-","500,000"
"799","Monday","2018-07-02","16:30"," Gunung Latimojong","Makassar","TM","27","50","R2","-","-","-","1","100,000"
"800","Sunday","2018-07-01","22:00"," Perintis Kemerdekaan ","Tamalanrea","TK","-","23","R4","R2","-","-","3","100,000"
"801","Saturday","2018-06-30","9:00"," Pettarani","Panakkukang","TK","20","23","R4","R2","-","-","2","500,000"
"802","Wednesday","2018-07-04","20:30"," Pettarani","Rappocini","TK","23","20","R2","R2","-","-","1","200,000"
"803","Monday","2018-07-02","19:20"," Cendrawasih","Mariso","OC","24","23","R2","-","-","-","1","-"
"804","Tuesday","2018-07-03","8:30"," Gunung Bulusaraung","Ujung Pandang","TL","-","25","R2","R2","-","-","1","100,000"
"805","Thursday","2018-07-05","21:00"," Gunung Merapi","Ujung Pandang","TM","63","11","R2","-","-","-","1","500,000"
"806","Wednesday","2018-07-04","9:00"," Daeng Tata Raya I","Tamalate","TK","8","69","R2","R2","-","-","1","100,000"
