"no","day","date","time","address","district","accident_types","suspect_age","victim_age","suspect_vehicle","victim_vehicle","MD","LB","LR","material_loss"
"1718","Saturday","2019-02-23","15:40"," Letjen Hertasning","Rappocini","TL","-","29","R4","R2","-","-","1","200,000"
"1719","Tuesday","2019-02-26","19:30"," Perintis Kemerdekaan","Tamalanrea","TM","21","25","R2","-","-","-","2","250,000"
"1720","Wednesday","2019-02-27","17:30"," Galangan Kapal","Tallo","TB","51","27","R10","R2","1","-","-","10,000,000"
"1721","Tuesday","2019-02-26","17:30"," Tidung 5","Rappocini","TM","32","4","R2","-","-","-","2","500,000"
"1722","Wednesday","2019-02-27","11:40","Rappocini Raya","Rappocini","TL","-","29","R2","-","-","-","1","300,000"
"1723","Wednesday","2019-02-27","22:15"," Perintis Kemerdekaan","Biringkanaya","TB","63","38","R4","R4","-","-","1","30,000,000"
"1724","Wednesday","2019-02-27","10:50"," Sungai Limboto","Ujung Pandang","TM","29","35","R4","-","-","-","1","200,000"
"1725","Wednesday","2019-02-27","17:30"," Toa Daeng 3","Manggala","TK","45","15","R2","R4","-","-","1","-"
"1726","Thursday","2019-02-21","23:00"," Pannampu","Tallo","TK","52","-","R2","R2","1","-","-","300,000"
"1727","Thursday","2019-02-28","13:00","Urip Sumuharjo","Panakkukang","TL","-","47","R4","R2","-","-","2","300,000"
"1728","Friday","2019-03-01","18:00"," Dirgantara","Panakkukang","TK","21","64","R4","R2","-","-","1","500,000"
"1729","Friday","2019-03-01","8:00"," Tamangapa Raya","Manggala","TM","41","-","R2","-","-","-","1","50,000"
"1730","Thursday","2019-02-28","17:30"," Kapasa Raya","Biringkanaya","TK","45","18","R2","R2","-","-","2","500,000"
"1731","Sunday","2019-03-03","5:00"," Perintis Kemerdekaan","Tamalanrea","T","19","23","R2","-","1","-","1","2,000,000"
"1732","Saturday","2019-03-02","19:00"," Insinyur Sutami","Biringkanaya","TL","-","49","R2","R2","-","-","1","300,000"
"1733","Saturday","2019-03-02","22:00"," Keindahan","Tamalanrea","TK","22","20","R2","R2","-","-","4","1,000,000"
"1734","Sunday","2019-03-03","13:00"," Kenanga","Mariso","TK","37","29","R2","R2","-","-","2","200,000"
"1735","Friday","2019-03-01","7:00"," Letjen Hertasning","Panakkukang","TK","29","19","R2","R2","-","-","1","-"
"1736","Friday","2019-03-01","9:30"," Insinyur Sutami","Tamalanrea","TL","-","46","R6","R2","-","-","1","1,000,000"
"1737","Sunday","2019-03-03","2:00","Urip Sumuharjo","Panakkukang","TL","-","48","R2","R2","-","-","1","50,000"
"1738","Monday","2019-03-04","11:30"," Pelita Raya","Panakkukang","TB","41","29","R4","R2","-","-","1","4,000,000"
"1739","Monday","2019-03-04","13:30","Raya Telkomas","Biringkanaya","TK","28","37","R4","R2","-","-","1","500,000"
"1740","Saturday","2019-03-02","12:00","Mutiara Boulevard","Biringkanaya","OC","55","18","R4","-","-","-","2","3,000,000"
"1741","Tuesday","2019-03-05","6:30"," Asrama Haji","Biringkanaya","TL","-","35","R4","R2","-","-","3","50,000"
"1742","Wednesday","2019-03-06","17:30"," A.R. Hakim","Tallo","TK","47","17","R2","R2","-","-","2","500,000"
"1743","Wednesday","2019-03-06","14:00"," Barawaja","Panakkukang","TK","29","22","R2","R2","-","-","2","700,000"
"1744","Friday","2019-03-08","8:30"," Insinyur Sutami","Tamalanrea","TK","14","33","R2","R10","2","-","1","500,000"
"1745","Friday","2019-03-08","15:30"," Mangerangi","Tamalate","TK","50","54","R2","R4","-","-","1","1,000,000"
"1746","Saturday","2019-03-09","15:30"," Baddoka","Biringkanaya","TM","21","17","R2","-","-","-","2","250,000"
"1747","Saturday","2019-03-09","7:00"," KIMA II","Biringkanaya","TK","52","19","R2","R2","-","-","1","250,000"
"1748","Saturday","2019-03-09","9:30"," Gunung Latimojong","Bontoala","TK","53","30","R2","R2","-","-","2","1,000,000"
"1749","Saturday","2019-03-09","7:15","  Andi Mangerangi","Tamalate","TL","-","56","R2","-","-","-","1","-"
"1750","Sunday","2019-03-10","7:00"," Andi Mangerangi","Tamalate","TK","22","-","R2","R2","-","-","1","1,000,000"
"1751","Sunday","2019-03-10","10:00"," Veteran Utara","Makassar","TM","20","60","R2","-","-","-","1","100,000"
"1752","Sunday","2019-03-10","18:19"," Pongtiku","Tallo","TL","-","27","R2","R4","-","-","-","2,000,000"
"1753","Tuesday","2019-03-12","8:15"," Amirullah","Mamajang","TM","76","8","R2","-","-","-","1","-"
"1754","Thursday","2019-03-07","13:50"," Baji Minasa II","Mariso","TK","60","53","R2","R2","-","-","2","500,000"
"1755","Friday","2019-03-08","16:30"," Keindahan I","Tamalanrea","TK","18","17","R2","R2","-","-","2","500,000"
"1756","Monday","2019-03-11","6:50"," Veteran Selatan","Mamajang","TL","-","48","R2","R2","-","-","2","150,000"
"1757","Monday","2019-03-11","12:00"," Tamalate","Rappocini","TL","-","21","R4","R2","-","-","2","-"
"1758","Monday","2019-03-11","16:30"," Ujung Bor","Manggala","TK","24","35","R2","R4","-","-","2","3,000,000"
"1759","Wednesday","2019-03-13","4:00"," Maccini Raya","Makassar","TL","-","35","R4","R2","-","-","-","1,000,000"
"1760","Tuesday","2019-03-12","7:00"," Insinyur Sutami","Tamalanrea","TK","36","23","R6","R4","-","-","-","40,000,000"
"1761","Wednesday","2019-03-13","15:30"," Kima Raya","Biringkanaya","TK","22","28","R4","R2","-","-","1","1,000,000"
"1762","Tuesday","2019-03-12","22:30"," Abdullah Daeng Sirua","Panakkukang","TL","-","26","R2","R2","-","-","1","500,000"
"1763","Tuesday","2019-03-12","16:00"," Dirgantara","Panakkukang","TK","36","15","M","R2","-","-","1","300,000"
"1764","Wednesday","2019-03-13","18:40"," Veteran Selatan","Mamajang","TK","51","21","R2","R2","-","-","1","300,000"
"1765","Friday","2019-03-15","7:00"," Abdullah Daeng Sirua","Panakkukang","TL","-","47","R4","R2","-","-","1","200,000"
"1766","Friday","2019-03-15","17:30"," Teuku Umar Raya","Tallo","TK","28","38","R2","R2","-","-","1","100,000"
"1767","Saturday","2019-03-16","11:00"," Insinyur Sutami","Tamalanrea","TL","-","22","R2","R4","-","-","-","1,000,000"
"1768","Saturday","2019-03-16","11:15"," Perintis Kemerdekaan","Tamalanrea","TK","29","47","R4","R2","-","-","1","500,000"
"1769","Sunday","2019-03-17","17:30"," Abdul Kadir","Tamalate","TL","-","32","R2","-","-","-","1","-"
"1770","Monday","2019-03-18","2:00"," Pengayoman","Panakkukang","TL","23","21.5","R2","R2","-","-","-","200,000"
"1771","Saturday","2019-03-16","23:00"," Gunung Bulusaraung","Ujung Pandang","TL","-","25.5","R4","R4","-","-","-","700,000"
"1772","Thursday","2019-02-28","23:15"," Daeng Tata Lama","Tamalate","TL","-","27.5","R2","R2","-","-","2","200,000"
"1773","Tuesday","2019-03-19","15:30"," Insinyur Sutami","Biringkanaya","TK","21","15","R4","R2","-","-","1","1,000,000"
"1774","Wednesday","2019-03-13","23:00"," Perintis Kemerdekaan III","Tamalanrea","TL","-","66","R2","-","-","-","1","-"
"1775","Sunday","2019-03-17","16:15"," Insinyur Sutami","Biringkanaya","TL","-","48.5","R2","R2","-","-","2","500,000"
"1776","Monday","2019-03-18","9:00"," Perintis Kemerdekaan","Tamalanrea","TK","22","33","R2","R4","-","-","-","1,000,000"
"1777","Wednesday","2019-03-20","16:45"," Onta","Mamajang","TK","33","41.5","R4","R2","-","-","1","1,000,000"
"1778","Wednesday","2019-03-20","7:20"," Metro Tanjung Bunga","Ujung Pandang","TK","61","18","R4","R2","-","-","1","10,000,000"
"1779","Wednesday","2019-03-20","10:40","  Sungai Saddang","Ujung Pandang","TK","51","16","R4","R2","-","-","1","2,000,000"
"1780","Thursday","2019-03-21","7:50"," Hati Murni","Mariso","TM","43","5","R2","-","-","-","1","-"
"1781","Thursday","2019-03-21","23:30"," Cendrawasih","Mamajang","TK","22","17","R2","R2","-","-","3","500,000"
"1782","Wednesday","2019-03-20","22:00"," Galangan Kapal","Tallo","TL","-","15","R2","-","-","-","1","-"
"1783","Thursday","2019-03-21","7:30"," Perintis Kemerdekaan","Tamalanrea","T","50","19","R2","-","-","-","2","50,000"
"1784","Thursday","2019-03-21","15:00"," Inspeksi PAM","Manggala","TM","22","13","R2","-","-","-","2","-"
"1785","Thursday","2019-03-21","21:15"," Andi Mappaodang","Tamalate","TL","-","21","R2","R2","-","-","1","200,000"
"1786","Friday","2019-03-22","20:00"," Daeng Ramang","Biringkanaya","TK","18","-","R4","R10","-","-","-","1,500,000"
"1787","Thursday","2019-03-21","15:30"," Rajawali","Mariso","TL","-","5","R2","-","-","-","1","-"
"1788","Saturday","2019-03-23","12:10"," Bandang","Bontoala","TK","19","27","R4","R4","-","-","-","15,000,000"
"1789","Sunday","2019-03-24","8:00"," Insinyur Sutami","Biringkanaya","TL","-","40","R2","R2","-","-","1","300,000"
"1790","Saturday","2019-03-23","12:30"," Al Markaz","Bontoala","OC","16","37","R2","-","-","-","1","200,000"
"1791","Sunday","2019-03-24","8:30"," Veteran Selatan","Mamajang","TM","31","52","R4","-","-","-","1","2,500,000"
"1792","Saturday","2019-03-23","18:00"," Al Markaz","Bontoala","OC","41","7.5","R2","-","-","-","3","-"
"1793","Monday","2019-03-25","13:00"," Abu Bakar Lambogo","Makassar","OC","44","25","R2","-","-","-","1","-"
"1794","Monday","2019-03-25","10:15"," Pajaiang","Biringkanaya","TM","19","58","R2","-","-","-","2","100,000"
"1795","Monday","2019-03-25","10:30"," Tamalanrea Raya","Tamalanrea","TK","63","38","R2","R2","-","-","3","500,000"
"1796","Friday","2019-03-22","2:00"," Sam Ratulangi","Mariso","TL","-","14.5","R2","R2","-","-","2","1,000,000"
"1797","Friday","2019-03-01","17:48"," Toddopuli II","Panakkukang","TL","-","32.5","R2","R2","-","-","1","-"
"1798","Monday","2019-03-25","9:15"," Perintis Kemerdekaan","Tamalanrea","OC","23","-","R2","-","-","-","1","200,000"
"1799","Tuesday","2019-03-26","17:30"," Perintis Kemerdekaan","Biringkanaya","OC","54","-","R2","-","-","-","1","400,000"
"1800","Tuesday","2019-03-26","7:30"," Pergudangan Parangloe","Tamalanrea","OC","31","-","R2","-","-","-","1","500,000"
"1801","Monday","2019-03-25","23:20","Nuri","Mariso","TL","-","30","R2","R2","-","-","1","400,000"
"1802","Wednesday","2019-03-27","11:30","Urip Sumuharjo","Bontoala","TL","-","64","R3","R2","-","-","2","100,000"
"1803","Wednesday","2019-03-27","13:00"," Batua Raya","Panakkukang","TK","42","37","R2","R4","-","-","1","3,000,000"
"1804","Wednesday","2019-03-27","7:15"," Perintis Kemerdekaan","Tamalanrea","OC","19","-","R2","-","-","-","1","500,000"
"1805","Sunday","2019-03-24","15:00"," Perintis Kemerdekaan","Tamalanrea","TL","-","39","R4","R2","-","-","1","500,000"
"1806","Wednesday","2019-03-27","16:20"," Insinyur Sutami","Tamalanrea","OC","21","38","R2","-","-","-","1","50,000"
"1807","Wednesday","2019-03-27","20:45"," Perintis Kemerdekaan Km. 12","Tamalanrea","TL","-","34","R2","R2","-","-","1","-"
"1808","Wednesday","2019-03-27","20:45"," Abdullah Daeng Sirua","Panakkukang","OC","23","-","R2","-","-","-","1","-"
"1809","Friday","2019-03-15","15:30"," Veteran Selatan","Makassar","TK","20","-","R4","R4","-","-","-","1,200,000"
"1810","Thursday","2019-03-28","2:00"," Sungai Saddang Baru","Makassar","TK","25","50","R4","R4","-","-","-","30,000,000"
"1811","Wednesday","2019-03-27","22:30"," Paccerakkang","Biringkanaya","TL","-","45","R4","R4","-","-","-","1,000,000"
"1812","Wednesday","2019-03-27","12:30"," Pajaiang","Biringkanaya","TM","41","6","R2","-","-","-","1","200,000"
"1813","Thursday","2019-03-28","10:00"," Cendrawasih III","Mariso","TK","14","18","R2","R2","-","-","3","200,000"
"1814","Friday","2019-03-29","7:40"," Sultan Alauddin","Tamalate","TM","41","52","R2","-","1","-","1","300,000"
"1815","Saturday","2019-03-23","3:00"," Kumala","Tamalate","T","25","-","R2","-","-","-","1","100,000"
"1816","Thursday","2019-03-28","9:00"," Gunung Latimojong","Makassar","T","48","-","R2","-","-","-","1","100,000"
"1817","Thursday","2019-03-28","6:30"," Abdullah Daeng Sirua","Panakkukang","TL","26","54","R2","R4","-","-","3","100,000"
"1818","Friday","2019-03-29","11:40"," Pajaiang","Biringkanaya","TL","19","26.5","R2","R2","-","-","2","200,000"
"1819","Sunday","2019-03-31","20:00"," Lanto Daeng Pasewang","Mamajang","TL","-","47","R2","Rro","-","-","1","200,000"
"1820","Thursday","2019-03-28","9:00"," Metro Tanjung Bunga","Mariso","TK","19","-","R2","R4","-","-","1","-"
"1821","Friday","2019-03-29","19:00","Parumpa","Biringkanaya","TK","31","39","R4","R4","-","-","-","10,000,000"
"1822","Saturday","2019-03-30","23:00"," Katimbang","Biringkanaya","TL","-","30","R2","R2","-","-","1","200,000"
"1823","Friday","2019-03-29","16:00"," Kotipa Raya","Biringkanaya","T","18","-","R2","-","-","-","1","100,000"
"1824","Saturday","2019-03-30","12:30"," Perintis Kemerdekaan km. 9","Tamalanrea","TL","-","25","R2","-","-","-","1","-"
"1825","Saturday","2019-03-30","20:30"," Daeng Ramang","Biringkanaya","TM","27","36","R2","-","-","-","1","-"
"1826","Sunday","2019-03-31","14:30"," Dr. Leimena","Manggala","TK","27","49","R4","R4","-","-","-","15,000,000"
"1827","Saturday","2019-03-30","6:15"," Mutiara Boulevard","Biringkanaya","OC","45","42","R2","-","-","-","2","100,000"
"1828","Monday","2019-04-01","12:00"," Mutiara Boulevard","Biringkanaya","OC","28","3","R2","-","-","-","2","-"
"1829","Monday","2019-04-01","12:00"," Dg. Hayo","Manggala","OC","36","6","R2","-","-","-","1","-"
"1830","Saturday","2019-03-30","19:00","Dangko","Tamalate","TK","40","35","R4","R2","-","-","1","-"
"1831","Monday","2019-04-01","12:30"," Veteran Selatan","Makassar","TL","-","17","R4","R2","-","-","1","200,000"
"1832","Sunday","2019-03-31","12:00"," Perintis Kemerdekaan","Tamalanrea","TL","-","69","R2","R2","-","-","1","500,000"
"1833","Monday","2019-04-01","20:00"," Metro Tanjung Bunga","Tamalate","TL","-","16","R2","R2","-","-","2","300,000"
"1834","Tuesday","2019-04-02","13:30"," Raya Baruga","Manggala","TK","27","29","R2","R2","-","-","2","1,000,000"
"1835","Monday","2019-04-01","3:00"," Perintis Kemerdekaan","Biringkanaya","OC","27","27","R2","-","-","-","1","50,000"
"1836","Monday","2019-04-01","23:35","Tamangapa Raya","Manggala","TL","-","36","R2","-","-","-","1","-"
"1837","Monday","2019-04-01","20:50"," Sam Ratulangi","Mariso","TK","19","50","R4","R2","-","-","1","100,000"
"1838","Wednesday","2019-04-03","17:00"," Nuri","Mariso","TL","-","60.5","R2","R2","-","-","2","300,000"
"1839","Wednesday","2019-04-03","10:30"," Galangan Kapal","Tallo","TL","-","29","R4","R2","-","-","-","100,000"
"1840","Wednesday","2019-04-03","19:30"," Metro Tanjung Bunga","Tamalate","T","20","-","R2","-","-","-","1","100,000"
"1841","Friday","2019-04-05","0:30"," Pannampu","Tallo","TK","23","29","R2","R2","-","-","1","1,000,000"
"1842","Saturday","2019-03-02","8:00","Kenanga","Mariso","TK","21","59","R2","R4","-","-","1","500,000"
"1843","Friday","2019-04-05","17:30"," Sunu","Tallo","TK","19","65","R2","R2","-","-","2","500,000"
"1844","Friday","2019-04-05","16:00"," Goa Ria","Biringkanaya","TK","30","21","R4","R4","-","-","-","3,000,000"
"1845","Thursday","2019-04-04","15:00"," Profesor Abdurrahman Basalamah","Panakkukang","TK","-","20","R4","R2","-","-","1","200,000"
"1846","Thursday","2019-04-04","20:00"," Hertasning IX","Rappocini","TK","20","19","R4","R2","-","-","2","500,000"
"1847","Thursday","2019-04-04","7:50","Monginsidi","Makassar","TL","-","19","R4","R2","-","-","1","100,000"
"1848","Sunday","2019-04-07","18:30"," Jenderal Sudirman","Ujung Pandang","TK","18","79","R2","R2","-","-","3","500,000"
"1849","Friday","2019-03-29","9:00"," Insinyur Sutami","Tallo","TL","-","44","R2","R2","-","-","1","100,000"
"1850","Tuesday","2019-04-02","20:00"," Mesjid Raya","Bontoala","TL","-","40","R2","R2","-","-","1","100,000"
"1851","Saturday","2019-04-06","17:15"," Cendrawasih","Mariso","TK","23","21","R4","R2","-","-","1","1,500,000"
"1852","Friday","2019-04-05","0:15"," Pajukukang","Tamalate","TK","45","50.5","R2","R2","-","-","3","1,500,000"
"1853","Sunday","2019-04-07","1:20"," Rajawali","Mariso","TK","31","52","R4","R2","-","-","1","1,500,000"
"1854","Friday","2019-04-05","17:15"," Malengkeri","Tamalate","TK","50","19","R2","R2","-","-","1","2,000,000"
"1855","Sunday","2019-04-07","9:20"," Pajukukang","Tamalate","TL","-","23","R4","R2","-","-","1","150,000"
"1856","Monday","2019-04-08","7:00","Urip Sumuharjo","Panakkukang","TM","22","13","R2","-","-","-","1","-"
"1857","Monday","2019-04-08","8:00"," Sungai Saddang","Makassar","TL","-","33","R2","R2","-","-","2","150,000"
"1858","Monday","2019-04-08","16:20"," Perintis Kemerdekaan","Tamalanrea","TK","25","62","R2","R4","-","-","1","5,000,000"
"1859","Monday","2019-04-01","10:30"," Poros Asrama Haji","Biringkanaya","T","76","-","R2","-","-","-","1","100,000"
"1860","Friday","2019-04-05","23:00"," Andi Tonro","Tamalate","TK","29","-","R2","R4","-","-","1","-"
"1861","Monday","2019-04-08","17:15"," Lagaligo","Ujung Pandang","TK","19","20.5","R2","R4","-","-","1","5,000,000"
"1862","Monday","2019-09-09","10:20"," Metro Tanjung Bunga","Mariso","TK","42","27","R4","R2","-","-","2","1,000,000"
"1863","Friday","2019-03-29","11:00"," Adyaksa","Panakkukang","TL","-","61","R2","R2","-","-","1","-"
"1864","Sunday","2019-09-08","16:00"," Daeng Ramang","Biringkanaya","TK","40","48","R2","R4","-","-","1","2,000,000"
"1865","Tuesday","2019-04-09","2:40","Urip Sumuharjo","Panakkukang","TL","-","26","R4","R4","-","-","-","5,000,000"
"1866","Wednesday","2019-04-10","10:30"," Pengayoman","Panakkukang","TK","42","34","R2","R2","-","-","1","-"
"1867","Wednesday","2019-04-10","12:20"," Sultan Alauddin","Tamalate","TK","48","39","R4","R4","-","-","-","1,000,000"
"1868","Wednesday","2019-04-10","20:00"," Tol reformasi","Tamalanrea","OC","21","-","R4","-","-","-","1","25,000,000"
"1869","Thursday","2019-04-25","8:00"," Perintis Kemerdekaan","Biringkanaya","TL","-","60","R4","R2","-","-","1","-"
"1870","Thursday","2019-04-11","16:30"," Aroepala","Rappocini","TM","13","8","R2","-","-","-","2","200,000"
"1871","Thursday","2019-04-11","11:00","Urip Sumuharjo","Panakkukang","TL","-","14","R2","-","-","-","1","-"
"1872","Thursday","2019-04-11","17:00"," Cendrawasih","Mariso","TK","37","35","R4","R4","-","-","-","2,000,000"
"1873","Tuesday","2019-04-09","3:00","Urip Sumuharjo","Panakkukang","TK","21","24","R4","R2","-","-","1","7,000,000"
"1874","Saturday","2019-04-13","6:50"," Teuku Umar Raya","Tallo","TL","-","35.5","R2","R2","-","-","1","1,000,000"
"1875","Friday","2019-04-12","22:45"," Perintis Kemerdekaan","Biringkanaya","TK","24","21","R6","R2","-","-","2","2,000,000"
"1876","Tuesday","2019-04-09","13:00"," Insinyur Sutami","Tamalanrea","TK","45","40","R4","R2","-","-","1","500,000"
"1877","Friday","2019-04-12","19:45"," Veteran Selatan","Mamajang","TL","-","26","R4","R2","-","-","1","150,000"
"1878","Thursday","2019-04-11","17:15"," Tamangapa Raya","Manggala","TL","-","15","R4","R2","1","-","-","500,000"
"1879","Thursday","2019-04-11","14:30"," Nikel Raya","Rappocini","TK","31","35","R2","R4","-","-","1","500,000"
"1880","Saturday","2019-04-13","18:40"," Pajaiang","Biringkanaya","TL","-","26","R2","R2","-","-","1","200,000"
"1881","Sunday","2019-04-14","4:45"," Perintis Kemerdekaan","Biringkanaya","TB","22","32","R4","R4","-","-","1","20,000,000"
"1882","Sunday","2019-04-14","19:30","  Datuk Patimang","Tallo","TL","-","14.5","R2","R2","-","-","2","200,000"
"1883","Friday","2019-04-12","16:00","Barawaja","Panakkukang","TL","-","20","R2","R2","-","-","1","150,000"
"1884","Saturday","2019-04-13","10:30","Barawaja","Panakkukang","TK","60","28.5","R2","R4","-","-","2","300,000"
"1885","Sunday","2019-04-14","16:15"," Borong Raya","Manggala","TK","19","6","R6","-","1","-","-","-"
"1886","Monday","2019-04-15","8:00"," Pettarani","Rappocini","TL","-","47","R6","R4","-","-","-","300,000"
"1887","Sunday","2019-04-14","14:45"," Dr. Leimena","Manggala","TL","-","13","R2","-","-","-","1","-"
"1888","Tuesday","2019-04-16","4:15"," Letjen Hertasning","Panakkukang","OC","23","-","R2","-","1","-","-","500,000"
"1889","Thursday","2019-03-21","22:30"," Sam Ratulangi","Mamajang","T","62","58","R2","-","1","-","-","-"
"1890","Wednesday","2019-04-17","18:00"," Veteran Selatan","Mamajang","TK","44","17","R2","R2","-","-","2","100,000"
"1891","Tuesday","2019-04-16","19:00"," Insinyur Sutami","Biringkanaya","TL","-","41","R2","R2","-","-","1","200,000"
"1892","Tuesday","2019-04-16","22:45"," Perintis Kemerdekaan","Biringkanaya","TK","16","22","R2","R2","-","-","2","1,000,000"
"1893","Wednesday","2019-09-18","6:00"," Sam Ratulangi","Mamajang","TK","28","20","R4","R2","-","-","1","3,000,000"
"1894","Friday","2019-04-19","19:30"," Pettarani","Rappocini","T","70","-","R2","-","-","-","1","300,000"
"1895","Tuesday","2019-04-16","22:00"," Batua Raya","Panakkukang","TK","49","21","R2","R2","-","-","2","200,000"
"1896","Friday","2019-04-19","2:30"," Cendrawasih","Mariso","TK","24","24","R2","R4","-","-","2","3,000,000"
"1897","Thursday","2019-04-18","15:00"," Cendrawasih","Mamajang","TL","-","37","R2","-","-","-","1","-"
"1898","Wednesday","2019-04-17","16:15"," Andi Mappaodang","Tamalate","TL","-","49.5","R2","R4","-","-","-","1,500,000"
"1899","Saturday","2019-04-20","0:30"," Sultan Alauddin","Tamalate","TL","-","18","R4","R2","-","-","2","300,000"
"1900","Sunday","2019-04-21","1:30"," Sudirman","Ujung Pandang","TK","26","23.5","R4","R2","-","-","3","15,000,000"
"1901","Thursday","2019-04-18","15:00"," Malengkeri","Tamalate","TM","41","61","R2","-","-","-","1","25,000"
"1902","Friday","2019-04-19","23:30"," Dr. Leimena","Manggala","TK","65","-","R2","R4","-","-","1","100,000"
"1903","Wednesday","2019-04-17","7:00"," Nipa II","Manggala","TL","-","12.5","R4","R2","-","-","2","50,000"
"1904","Wednesday","2019-04-17","6:15"," Pettarani","Rappocini","LL","19","33.5","R2","-","-","-","3","2,000,000"
"1905","Wednesday","2019-04-17","17:30"," Poros Nusa Harapan Permai","Tamalanrea","TL","-","3","R2","-","-","-","1","-"
"1906","Friday","2019-04-12","23:00"," Perintis Kemerdekaan","Biringkanaya","TK","24","28","R2","R2","-","-","1","200,000"
"1907","Wednesday","2019-04-17","17:00"," Sungai Saddang Baru","Makassar","TK","18","18","R2","R4","-","-","1","150,000"
"1908","Sunday","2019-04-21","3:00"," Perintis Kemerdekaan","Tamalanrea","TL","-","26","R4","-","-","-","1","-"
"1909","Sunday","2019-04-21","2:30"," Insinyur Sutami","Tamalanrea","TK","26","33","R4","R6","-","-","-","60,000,000"
"1910","Monday","2019-04-22","14:00"," Metro Tanjung Bunga","Tamalate","TK","34","46","R2","R4","-","-","1","2,000,000"
"1911","Saturday","2019-04-20","17:00"," Perintis Kemerdekaan","Biringkanaya","TL","-","56","R4","R2","-","-","1","200,000"
"1912","Sunday","2019-04-21","2:30"," Raya Kampus Unhas","Tamalanrea","OC","33","-","R2","-","-","-","1","1,000,000"
"1913","Wednesday","2019-04-24","13:00"," Galangan Kapal","Tallo","TK","34","31","R2","R6","1","-","-","100,000"
"1914","Thursday","2019-04-18","13:00"," Perintis Kemerdekaan","Biringkanaya","TK","48","40","R4","R4","-","-","-","4,000,000"
"1915","Tuesday","2019-04-23","10:15"," Malengkeri","Tamalate","TL","-","38","R2","-","-","-","1","-"
"1916","Thursday","2019-04-25","6:30"," Kandea","Bontoala","TL","-","5","R2","-","-","-","1","-"
"1917","Thursday","2019-04-25","7:15"," Batua Raya","Panakkukang","TK","19","24","R2","R2","-","-","3","500,000"
"1918","Sunday","2019-04-14","23:50"," Gunung Latimojong","Makassar","TL","-","40","R4","R2","-","-","2","2,000,000"
"1919","Friday","2019-04-26","7:00"," Tamalate I","Rappocini","TL","-","20","R6","R2","-","-","1","500,000"
"1920","Friday","2019-04-26","18:00"," Pandang Raya","Panakkukang","TK","53","39","R4","R2","-","-","1","500,000"
"1921","Thursday","2019-04-25","14:00"," Nuri","Mariso","TK","18","20","R2","R2","-","-","1","500,000"
"1922","Thursday","2019-04-25","16:00"," Pengayoman","Panakkukang","TK","39","35","R4","R2","-","-","2","300,000"
"1923","Friday","2019-04-26","9:30"," Sultan Abdullah","Tallo","TL","-","44","R2","R2","-","-","1","50,000"
"1924","Saturday","2019-04-27","9:30","Urip Sumuharjo","Makassar","TM","32","36.5","R2","-","-","-","1","-"
"1925","Monday","2019-04-22","10:00"," Perintis Kemerdekaan VII","Tamalanrea","TK","22","-","R2","R2","-","-","1","150,000"
"1926","Sunday","2019-04-28","8:05","Urip Sumuharjo","Panakkukang","TK","22","33","R2","R3","-","-","1","100,000"
"1927","Thursday","2019-04-25","16:00"," Sungai Limboto","Makassar","TL","-","4","R2","-","-","-","1","-"
"1928","Friday","2019-04-26","1:30"," Arief Rate","Ujung Pandang","TL","-","29","R4","R2","-","-","1","750,000"
"1929","Sunday","2019-04-28","3:30"," Kenanga","Mariso","OC","29","-","R2","-","-","-","1","2,000,000"
"1930","Saturday","2019-04-27","17:30","Urip Sumuharjo","Panakkukang","TL","-","19","R4","-","-","-","1","-"
"1931","Saturday","2019-04-27","7:30"," Sultan Alauddin","Tamalate","TL","-","52","R2","R2","-","-","1","200,000"
"1932","Sunday","2019-04-28","17:00"," Baji Minasa II","Mariso","TM","43","3","R2","-","-","-","1","-"
"1933","Sunday","2019-04-28","10:00"," Perintis Kemerdekaan","Biringkanaya","TL","-","51.5","R4","R2","-","-","2","100,000"
"1934","Monday","2019-04-29","15:30"," Letjen Hertasning","Panakkukang","TK","19","21","R2","R2","-","-","2","400,000"
"1935","Monday","2019-04-29","17:30"," Cendrawasih","Mariso","TM","30.5","49","R2","-","-","-","1","-"
"1936","Tuesday","2019-04-30","18:00"," Dr. Leimena","Panakkukang","TB","25","30.4","R6","R4","-","-","3","15,000,000"
"1937","Tuesday","2019-04-30","11:00"," Gunung Rinjani","Tamalate","TK","23","20","R4","R2","-","-","1","2,000,000"
"1938","Tuesday","2019-04-30","21:30"," Singa","Mamajang","TL","-","8","R2","-","-","-","1","-"
"1939","Sunday","2019-04-28","22:30","Urip Sumuharjo","Panakkukang","TL","-","18.7","R4","R2","-","-","3","300,000"
"1940","Wednesday","2019-05-01","16:30"," Perintis Kemerdekaan","Tamalanrea","TK","18","39","R2","R4","-","-","-","500,000"
"1941","Thursday","2019-05-02","2:00"," Perintis Kemerdekaan","Biringkanaya","TK","24","25","R2","R4","-","-","2","3,000,000"
"1942","Tuesday","2019-04-30","11:30"," Cendrawasih","Mamajang","TK","50","17","R2","R2","-","-","1","500,000"
"1943","Wednesday","2019-05-01","22:30"," Botolempangan","Ujung Pandang","TK","17","23.5","R2","R2","-","-","2","500,000"
"1944","Thursday","2019-05-02","18:00"," Perintis Kemerdekaan","Tamalanrea","TL","-","56","R4","R2","-","-","1","150,000"
"1945","Friday","2019-05-03","11:30"," Adyaksa","Panakkukang","TK","27","54","R4","R4","-","-","-","1,000,000"
