no,day,date,time,address,district,accident_types,suspect_age,victim_age,suspect_vehicle,victim_vehicle,MD,LB,LR,material_loss
239,Thursday,2018-02-22,11:30, Insinyur Sutami,Biringkanaya,TK,-,21,R4,R4,-,-,-,"2,000,000"
240,Sunday,2018-02-25,5:30, Batara Bira,Biringkanaya,TK,28,41,B,B,-,-,2,"50,000,000"
241,Sunday,2018-02-25,14:00, Perintis Kemerdekaan,Tamalanrea,OC,15,-,R2,-,-,-,1,-
242,Friday,2018-02-23,19:00, Perintis Kemerdekaan,Tamalanrea,TL,-,27,R2,R2,-,-,1,"100,000"
243,Sunday,2018-02-25,10:30, Kerung-Kerung,Makassar,TL,-,18,R4,R4,-,-,-,"1,000,000"
244,Monday,2018-02-26,16:00, Pampang Raya,Panakkukang,TK,22,10,R2,-,-,-,2,-
245,Saturday,2018-02-24,3:00, Sultan Alauddin,Rappocini,OC,40,-,R2,-,1,-,-,-
246,Saturday,2018-02-24,19:00, Pettarani,Panakkukang,TL,-,45,R2,R2,-,-,1,"100,000"
247,Sunday,2018-02-25,8:45, Banta Bantaeng,Rappocini,TL,-,61,R4,R2,-,-,2,-
248,Tuesday,2018-02-27,14:00, Metro Tanjung Bunga,Tamalate,OC,25,25,R4,-,-,-,1,"2,000,000"
249,Monday,2018-02-26,7:45, Pannampu,Tallo,TM,27,7,R2,-,-,-,1,
250,Tuesday,2018-02-20,14:00, Sultan Hasanuddin,Ujung Pandang,TL,47,56,R4,R2,-,-,1,"500,000"
251,Tuesday,2018-02-27,8:00, Sultan Hasanuddin,Ujung Pandang,TM,63,21,R4,-,-,-,1,-
252,Tuesday,2018-02-27,17:30, Toddopuli,Panakkukang,TK,19,31,R2,R2,-,-,2,"200,000"
253,Monday,2018-02-26,11:30, Cendrawasih,Mariso,TL,-,36,R2,R2,-,-,1,"300,000"
254,Tuesday,2018-02-27,21:45, Mesjid Muhajirin,Panakkukang,TL,-,49,R2,R2,-,-,1,"50,000"
255,Thursday,2018-03-01,4:00, Veteran Selatan,Mamajang,TK,27,22,R4,R4,-,-,1,"15,000,000"
256,Thursday,2018-03-01,12:30, Perintis Kemerdekaan,Biringkanaya,TK,32,32,R2,R4,-,-,1,"10,000,000"
257,Wednesday,2018-02-28,14:30, Insinyur Sutami,Biringkanaya,T,29,-,R2,-,-,-,1,"150,000"
258,Thursday,2018-03-01,11:30, Kapasa Raya,Biringkanaya,T,34,-,R2,-,-,-,1,-
259,Thursday,2018-03-01,12:30, Daeng Tata Raya,Tamalate,T,22,21,R2,-,-,-,2,-
260,Tuesday,2018-02-27,16:30, Raya Kampus Unhas,Tamalanrea,TK,-,27,R2,R2,-,-,1,"750,000"
261,Friday,2018-03-02,10:30, Metro Tanjung Bunga,Tamalate,TK,56,52,R3,R4,1,-,1,"3,000,000"
262,Friday,2018-03-02,20:00, Pettarani,Rappocini,TK,25,21,R2,R2,-,-,2,"200,000"
263,Friday,2018-03-02,2:30,Urip Sumuharjo,Panakkukang,TK,23,35,R4,R4,-,-,-,"5,000,000"
264,Saturday,2018-03-03,3:40, Gunung Bawakaraeng,Bontoala,TL,-,35,R2,-,-,-,1,-
265,Saturday,2018-03-03,3:40, Gunung Bawakaraeng,Bontoala,TK,17,24,R2,R4,1,-,-,"4,000,000"
266,Thursday,2018-03-01,19:00, Kima III,Biringkanaya,T,43,-,R2,-,-,-,1,"300,000"
267,Friday,2018-03-02,1:30, Metro Tanjung Bunga,Tamalate,T,36,-,R2,-,-,-,1,"100,000"
268,Sunday,2018-03-04,1:00,Urip Sumuharjo,Panakkukang,TK,38,24,R4,R2,-,-,1,"500,000"
269,Saturday,2018-03-03,9:30, Perintis Kemerdekaan,Tamalanrea,OC,62,,R2,-,-,-,1,-
270,Friday,2018-03-02,9:30, Andi Mappaodang,Tamalate,OC,37,54,R2,-,-,-,1,-
271,Sunday,2018-03-04,18:30, Dg. Regge,Tallo,TL,-,34,R2,R2,-,-,1,"500,000"
272,Monday,2018-03-05,0:05, Pettarani,Rappocini,TK,-,25,B2,R2,-,-,3,"200,000"
273,Sunday,2018-03-04,21:30, Andi Tonro,Tamalate,TL,-,36,R4,R4,-,-,-,"1,000,000"
274,Saturday,2018-03-03,17:30, Sultan Alauddin,Tamalate,TK,35,20,R4,R2,-,-,2,-
275,Saturday,2018-03-03,6:00, DR. Leimena,Manggala,TK,60,32,R4,R2,-,-,1,"1,000,000"
276,Saturday,2018-03-03,10:30, Nipa Nipa,Manggala,TK,25,17,R4,R2,-,-,1,"500,000"
277,Friday,2018-03-02,19:30, Abdullah Daeng Sirua,Panakkukang,TL,-,37,R2,R2,-,-,1,"100,000"
278,Saturday,2018-03-03,20:30, Sunu,Tallo,OC,48,-,R2,-,-,-,1,"200,000"
279,Thursday,2018-03-01,6:30, Andi Mappaodang,Tamalate,OC,20,46,R4,-,-,-,1,-
280,Tuesday,2018-02-27,17:00, Metro Tanjung Bunga,Tamalate,TL,-,17,R4,R4,-,-,1,-
281,Monday,2018-03-05,15:30, Datuk Ditiro,Tallo,TL,-,49,R2,R4,-,-,-,"500,000"
282,Monday,2018-03-05,9:00, Perintis Kemerdekaan,Tamalanrea,OC,56,-,R2,-,-,-,1,"300,000"
283,Thursday,2018-03-01,3:00, Insinyur Sutami,Biringkanaya,TL,-,-,R4,-,-,-,-,"15,000,000"
284,Monday,2018-03-05,5:45, Jenderal Sudirman,Ujung Pandang,TK,20,50,R2,R2,-,-,1,"500,000"
285,Monday,2018-02-26,8:30, Adyaksa,Panakkukang,TL,-,29,R4,R2,-,-,1,"1,000,000"
286,Monday,2018-03-05,18:40, Bakung,Biringkanaya,OC,27,-,R2,-,-,-,1,"100,000"
287,Wednesday,2018-01-17,14:30, Janggo Paropo,Panakkukang,TK,21,31,R2,R2,-,-,2,"500,000"
288,Tuesday,2018-02-27,23:20, Sungai Saddang,Makassar,T,42,-,R2,-,-,-,1,-
289,Monday,2018-03-05,7:00,Urip Sumuharjo,Panakkukang,TK,24,-,R2,R4,-,-,1,-
290,Wednesday,2018-03-07,21:30, Kaswari,Mariso,TL,-,26,R4,R4,-,-,-,"600,000"
291,Thursday,2018-03-08,8:30, Daeng Tata Raya III,Tamalate,T,31,-,R2,-,-,-,1,"100,000"
292,Friday,2018-03-09,11:30,Urip Sumuharjo,Panakkukang,TM,26,39,R2,-,-,-,2,"100,000"
293,Friday,2018-03-09,19:30, Thamrin,Ujung Pandang,TK,57,37,B1,R4,-,-,1,"500,000"
294,Saturday,2018-03-10,14:30, Satelit I,Biringkanaya,TK,23,22,R2,R2,-,-,1,"100,000"
295,Saturday,2018-03-10,11:30, Pettarani,Panakkukang,TL,-,65,R4,R2,-,-,1,"300,000"
296,Saturday,2018-03-10,17:00, Jipang Raya,Rappocini,TK,24,64,R4,R2,-,-,1,"1,000,000"
297,Sunday,2018-03-11,15:00, Letjen Hertasning,Rappocini,OC,15,-,R2,-,-,-,1,-
298,Sunday,2018-03-04,19:00, Katimbang,Biringkanaya,T,49,-,R2,-,-,-,1,-
299,Saturday,2018-03-10,22:00, Perintis Kemerdekaan,Biringkanaya,TK,37,25,R4,R4,-,-,-,"25,000,000"
300,Sunday,2018-03-11,18:20, Veteran Utara,Makassar,TM,22,8,R2,-,-,-,1,-
301,Sunday,2018-03-11,0:30, Puri Raya,Manggala,TK,23,26,R2,R4,-,-,2,"2,000,000"
302,Tuesday,2018-03-13,3:30, Sungai Walanae,Makassar,TK,35,27,R2,R4,1,-,1,"4,000,000"
303,Friday,2018-03-09,18:00, Parumpa,Biringkanaya,TL,-,7,R2,-,-,-,1,-
304,Sunday,2018-03-11,9:30, Pettarani,Rappocini,TL,-,20,R2,R2,-,-,1,"300,000"
305,Tuesday,2018-03-13,17:00, Waduk Tunggu Pampang,Manggala,TL,-,28,R2,R2,-,-,2,"200,000"
306,Tuesday,2018-03-13,19:30, Jenderal Sudirman,Ujung Pandang,TL,-,40,R2,R2,-,-,1,"100,000"
307,Tuesday,2018-03-13,17:00, Andi Mappanyukki,Mariso,TL,-,60,R2,-,1,-,-,-
308,Tuesday,2018-03-06,4:30, Perintis Kemerdekaan,Tamalanrea,T,23,20,R2,-,-,-,1,-
309,Monday,2018-03-12,11:00, Insinyur Sutami,Biringkanaya,T,33,-,R2,-,-,-,1,"500,000"
310,Tuesday,2018-03-13,14:30, Perintis Kemerdekaan,Biringkanaya,T,55,-,R2,-,-,-,1,"200,000"
311,Wednesday,2018-02-28,23:35, Sawerigading,Ujung Pandang,TK,33,23,R4,R4,-,-,-,"25,000,000"
312,Sunday,2018-03-11,13:30, Tamalanrea Raya,Tamalanrea,T,16,15,R2,-,-,-,2,"500,000"
313,Tuesday,2018-03-13,17:00, Manunggal,Tamalate,TL,-,5,R2,-,-,-,1,-
314,Wednesday,2018-03-14,15:15,Urip Sumuharjo,Panakkukang,T,22,18,R2,-,-,-,1,-
315,Monday,2018-03-12,23:00, Insinyur Sutami,Tamalanrea,T,28,-,R2,-,-,-,1,"700,000"
316,Wednesday,2018-03-14,4:30,Urip Sumuharjo,Panakkukang,T,21,-,R2,-,-,-,1,"200,000"
317,Wednesday,2018-03-14,5:30, Manuruki Raya,Tamalate,T,53,57,B2,-,-,-,2,"100,000"
318,Thursday,2018-03-15,22:00,Urip Sumuharjo,Panakkukang,TM,19,15,R2,-,-,-,2,"500,000"
319,Friday,2018-03-16,22:00, Malengkeri,Tamalate,TK,18,60,R4,R2,-,-,1,"1,500,000"
320,Sunday,2018-03-18,13:50, Veteran Selatan,Makassar,TL,-,21,R4,R2,-,-,2,"200,000"
321,Friday,2018-03-16,19:30, Manunggal,Tamalate,TK,22,23,R2,R2,-,-,2,"200,000"
322,Saturday,2018-03-17,17:30, Sultan Alauddin,Tamalate,TL,-,21,R2,-,-,-,1,-
323,Saturday,2018-03-17,17:00, Boulevard,Panakkukang,TK,30,25,R2,R2,-,-,2,"500,000"
324,Friday,2018-03-16,23:56, Manuruki Raya,Tamalate,TK,20,19,R2,R2,-,-,2,"1,000,000"
325,Saturday,2018-03-17,1:00, Cendrawasih,Mamajang,OC,42,-,R2,-,-,-,1,"200,000"
326,Thursday,2018-03-15,11:15, Perintis Kemerdekaan,Biringkanaya,TK,17,58,R2,R2,-,-,2,"500,000"
327,Saturday,2018-03-17,20:00, Perintis Kemerdekaan,Tamalanrea,OC,34,29,R2,-,-,-,1,-
328,Saturday,2018-03-17,4:00, Perintis Kemerdekaan,Tamalanrea,TL,-,40,R4,R2,-,-,1,"1,000,000"
329,Thursday,2018-03-08,12:00, Insinyur Sutami,Tamalanrea,TK,-,50,R6,R4,-,-,-,"1,000,000"
330,Friday,2018-03-16,5:30, Pettarani,Rappocini,OC,57,-,R6,-,-,-,-,"1,000,000"
331,Monday,2018-03-19,11:00, Tol Reformasi,Tallo,TK,35,39,R10,R4,-,-,1,"15,000,000"
332,Sunday,2018-03-18,21:00, Toddopuli V,Panakkukang,TL,-,47,R2,R2,-,-,1,-
333,Monday,2018-03-19,8:00, Toddopuli Timur,Panakkukang,TL,-,19,R2,R2,-,-,1,"100,000"
334,Saturday,2018-03-17,9:00, Haji Kalla,Panakkukang,OC,48,-,R2,-,-,-,1,"100,000"
335,Saturday,2018-03-10,19:30, Hartaco Indah,Tamalate,TM,16,45,R2,-,-,-,1,-
336,Sunday,2018-03-18,15:00, Insinyur Sutami,Tamalanrea,TL,19,-,R2,R2,-,1,-,"500,000"
337,Monday,2018-03-19,14:20, Perintis Kemerdekaan,Biringkanaya,TL,-,19,R4,R2,-,-,1,"100,000"
338,Tuesday,2018-03-20,8:00, Paccerakkang ,Biringkanaya,TL,-,29,R2,R2,-,-,1,"300,000"
339,Monday,2018-03-19,22:00, Arief Rate,Ujung Pandang,TK,48,-,R2,R4,-,-,1,"500,000"
340,Monday,2018-03-19,17:00, Toddopuli X,Panakkukang,TL,-,24,R2,R2,-,-,1,"500,000"
341,Tuesday,2018-03-20,11:00, Tamalanrea Jaya,Tamalanrea,TK,19,33,R4,R2,-,-,1,"2,000,000"
342,Wednesday,2018-03-14,22:30, Pettarani,Rappocini,OC,31,-,R2,-,-,-,1,"100,000"
343,Wednesday,2018-03-21,17:00, Veteran Selatan,Makassar,TL,-,43,R2,R2,-,-,1,"100,000"
344,Wednesday,2018-03-21,12:00, Daeng Tata Raya,Tamalate,TL,-,31,R2,R2,-,-,2,"100,000"
345,Saturday,2018-03-17,11:00, Sultan Alauddin,Rappocini,OC,16,-,R2,-,-,-,1,-
346,Tuesday,2018-03-20,7:30, Pettarani,Panakkukang,TK,38,43,R2,R4,-,-,1,"500,000"
347,Wednesday,2018-03-21,11:30, Pengayoman,Panakkukang,TK,39,51,R4,R2,-,-,1,"500,000"
348,Tuesday,2018-03-20,17:10, Perintis Kemerdekaan,Tamalanrea,OC,44,-,R2,-,-,-,1,-
349,Thursday,2018-03-15,20:00, Daeng Tata Raya III,Tamalate,OC,36,24,R2,-,-,-,2,"100,000"
350,Wednesday,2018-03-21,6:00, Pettarani,Panakkukang,TM,30,53,R2,-,-,-,2,"500,000"
351,Monday,2018-03-19,16:00, Aroepala,Rappocini,TK,19,21,R2,R4,-,-,2,"500,000"
352,Thursday,2018-03-22,10:00, Sultan Alauddin,Rappocini,TL,-,54,R6,R4,-,-,-,"7,000,000"
353,Monday,2018-03-19,15:00, Sunu,Tallo,TK,26,35,R2,R2,-,-,1,"3,000,000"
354,Wednesday,2018-03-21,7:30, Nipa Nipa,Manggala,TL,-,15,R2,R2,-,-,1,-
355,Friday,2018-03-16,17:15, Pettarani,Rappocini,TK,22,36,R4,R4,-,-,-,"1,000,000"
356,Saturday,2018-03-24,23:45, Barawaja,Panakkukang,TK,-,31,R2,R2,-,-,2,
357,Saturday,2018-03-24,2:21, Pettarani,Rappocini,TK,15,23,R2,R4,-,-,1,"3,000,000"
358,Saturday,2018-03-24,0:30, Aroepala,Rappocini,TK,37,25,R4,R4,-,-,-,"8,000,000"
359,Wednesday,2018-03-21,23:00,Raya Telkomas,Biringkanaya,OC,23,-,R2,-,-,-,1,"200,000"
360,Friday,2018-03-23,14:15, Perintis Kemerdekaan,Biringkanaya,TK,41,42,R4,R4,-,-,-,"1,000,000"
361,Friday,2018-03-23,21:00,Pajaiang,Biringkanaya,TK,58,53,R4,R4,-,-,-,"500,000"
362,Monday,2018-03-12,8:00, Toddopuli,Panakkukang,TL,-,19,R2,R2,-,-,1,"300,000"
363,Saturday,2018-03-24,8:00, Antang Raya,Manggala,OC,48,13,R2,-,-,-,1,-
364,Friday,2018-03-23,10:30, Pettarani,Rappocini,TL,-,60,R4,R2,-,-,1,"300,000"
365,Thursday,2018-03-22,16:30, Metro Tanjung Bunga,Tamalate,TK,42,58,R4,R4,-,-,-,"5,000,000"
366,Saturday,2018-03-24,10:30, Mesjid Raya,Bontoala,TL,-,48,R2,R2,-,-,2,"200,000"
367,Sunday,2018-03-25,11:00,BTN Gardenia,Panakkukang,OC,39,48,R2,-,-,-,2,-
368,Sunday,2018-03-25,12:30, Batua Raya,Manggala,OC,48,-,R2,-,-,-,1,-
369,Sunday,2018-03-25,3:00, Jenderal Sudirman,Ujung Pandang,TL,-,21,R4,R2,-,-,2,"200,000"
370,Friday,2018-03-23,3:00, Perintis Kemerdekaan,Biringkanaya,TK,35,37,R2,R2,-,-,2,"2,500,000"
371,Thursday,2018-03-22,23:00, Perintis Kemerdekaan,Tamalanrea,TM,16,17,R2,-,-,-,2,"500,000"
372,Saturday,2018-03-24,3:30, Sam Ratulangi,Mamajang,OC,18,-,R2,-,-,-,1,"500,000"
373,Monday,2018-03-26,5:30, Cendrawasih,Mamajang,TK,48,49,R2,R3,-,-,1,"200,000"
374,Wednesday,2018-02-14,10:00, Tol reformasi,Ujung Tanah,TK,29,36,R4,R4,-,-,-,"35,000,000"
375,Tuesday,2018-03-27,2:45, Perintis Kemerdekaan,Biringkanaya,TK,29,39,R2,R2,-,-,1,"200,000"
376,Monday,2018-03-26,23:00,Urip Sumuharjo,Makassar,TM,17,54,R2,-,-,-,2,"100,000"
377,Tuesday,2018-03-27,12:25, Perintis Kemerdekaan 10,Tamalanrea,TK,21,22,R2,R4,-,-,1,"1,500,000"
378,Monday,2018-03-26,16:45, Cendrawasih,Mariso,TK,14,23,R2,R2,-,-,2,"200,000"
379,Monday,2018-03-26,22:30, Andi Mangerangi,Tamalate,OC,22,-,R2,-,-,-,1,"200,000"
380,Wednesday,2018-03-28,8:20, Insinyur Sutami,Tamalanrea,TK,18,46,R2,R10,-,-,1,"200,000"
381,Friday,2018-03-30,23:30, Cendrawasih,Mariso,TK,57,44,R2,R2,-,-,2,"1,000,000"
382,Wednesday,2018-03-28,23:00, Nipa Nipa,Manggala,OC,33,-,R2,-,-,-,1,"1,000,000"
383,Friday,2018-03-30,21:40, Puri Raya,Manggala,TK,27,28,R4,R2,-,-,1,"1,000,000"
384,Friday,2018-03-30,18:30,Andi Mappaodang,Tamalate,TM,16,71,R2,-,-,-,1,-
385,Saturday,2018-03-31,23:56, Boulevard,Panakkukang,TM,20,80,R2,-,-,-,2,"300,000"
386,Sunday,2018-04-01,0:30, Ujung,Bontoala,TK,23,40,R2,R2,-,-,2,"2,000,000"
387,Saturday,2018-03-31,16:00, Batara Bira,Biringkanaya,TM,16,33,R2,-,1,-,3,"500,000"
388,Sunday,2018-04-01,2:30, Jenderal Ahmad Yani,Ujung Pandang,TK,41,18,R2,R4,1,-,-,"2,000,000"
389,Sunday,2018-04-01,14:30, Pettarani,Rappocini,TL,-,42,R4,R4,-,-,-,"3,000,000"
390,Saturday,2018-03-31,15:00, Sungai Limboto,Ujung Pandang,TL,-,6,R2,-,-,-,1,-
391,Sunday,2018-04-01,22:00, Pate'ne,Biringkanaya,TK,34,21,R2,R2,-,-,2,"3,000,000"
392,Thursday,2018-03-29,7:00, Insinyur Sutami,Biringkanaya,OC,34,-,R2,-,-,-,1,"500,000"
393,Thursday,2018-03-29,22:30, Perintis Kemerdekaan,Tamalanrea,OC,20,-,R2,-,-,-,1,-
394,Friday,2018-03-30,9:00, Perintis Kemerdekaan,Tamalanrea,TK,53,50,R2,R4,-,-,1,"500,000"
395,Sunday,2018-04-01,22:00, Gn. Latimojong,Makassar,TL,-,34,R2,R2,-,-,-,"150,000"
396,Sunday,2018-04-01,16:00, Veteran Selatan,Makassar,OC,15,-,R2,-,-,-,1,"100,000"
397,Monday,2018-04-02,20:15, Jenderal Sudirman,Ujung Pandang,TK,25,-,R2,R4,-,-,1,"1,000,000"
398,Monday,2018-04-02,15:30, Pettarani,Panakkukang,TL,-,36,R2,R2,-,-,2,-
399,Tuesday,2018-04-03,6:45, Insinyur Sutami,Tamalanrea,OC,49,-,R2,-,-,-,1,"100,000"
400,Tuesday,2018-03-27,16:15, Letjen Hertasning,Panakkukang,TK,46,-,R2,R4,-,-,1,"2,000,000"
401,Tuesday,2018-04-03,1:00, Muh. Tahir,Tamalate,OC,60,-,R2,-,-,-,1,-
402,Wednesday,2018-01-10,11:30, Mesjid Raya,Bontoala,TL,-,15,R2,R2,-,-,1,"200,000"
403,Friday,2018-02-16,23:00, Mesjid Raya,Bontoala,OC,27,-,R2,-,-,-,1,"100,000"
404,Monday,2018-04-02,19:30, Pajaiang,Biringkanaya,OC,56,-,R2,-,-,-,1,"100,000"
405,Wednesday,2018-04-04,8:00, Perintis Kemerdekaan,Tamalanrea,TM,18,51,R2,-,1,-,1,"300,000"
406,Wednesday,2018-04-04,22:30, Batua Raya,Panakkukang,OC,18,-,R2,-,-,-,1,"1,000,000"
407,Wednesday,2018-04-04,11:30, Tidung IX,Rappocini,TL,-,71,R2,R2,-,-,1,"100,000"
408,Friday,2018-03-23,9:00, Perintis Kemerdekaan,Tamalanrea,TL,37,-,R2,R2,-,-,1,"200,000"
409,Sunday,2018-04-01,12:30, Gunung Bawakaraeng,Makassar,TK,42,27,R2,R2,-,-,1,-
410,Wednesday,2018-04-04,14:00,Andi Mappanyukki,Mariso,TK,14,15,R2,R2,-,-,3,"500,000"
411,Monday,2018-04-02,7:00, Kancil Tengah,Mamajang,TL,-,48,R4,R4,-,-,-,"2,000,000"
412,Thursday,2018-04-05,8:00, Perintis Kemerdekaan,Biringkanaya,TK,22,16,R2,R2,-,-,2,"700,000"
413,Thursday,2018-04-05,9:30, Banta Bantaeng,Rappocini,TL,-,6,R2,-,-,-,1,-
414,Monday,2018-04-02,4:00, Boulevard,Panakkukang,TL,-,20,R4,R2,-,-,1,"300,000"
415,Sunday,2018-04-01,11:30, Pettarani,Rappocini,TL,-,35,R2,R2,-,-,2,"300,000"
416,Friday,2018-04-06,12:00, Tinumbu,Bontoala,TK,15,12,R2,Rro,-,-,4,"1,500,000"
417,Thursday,2018-04-05,10:00, Perintis Kemerdekaan,Tamalanrea,TK,20,-,R2,R4,-,-,1,"350,000"
418,Friday,2018-04-06,7:00, Perintis Kemerdekaan,Biringkanaya,T,20,21,R2,-,-,-,2,"300,000"
419,Sunday,2018-04-08,17:30, Perintis Kemerdekaan,Tamalanrea,TK,19,22,R2,R2,-,-,2,"700,000"
420,Saturday,2018-04-07,14:00, Goa Ria,Biringkanaya,TL,-,58,R2,R2,-,-,2,"500,000"
421,Saturday,2018-04-07,18:00, Perintis Kemerdekaan,Tamalanrea,TK,-,27,R4,R2,-,-,1,-
422,Saturday,2018-04-07,16:30, Tidung VII,Rappocini,TK,41,38,R4,R2,-,-,1,"800,000"
423,Friday,2018-04-06,11:30, Tol Reformasi,Tallo,TL,-,51,R4,-,-,-,1,-
424,Saturday,2018-04-07,17:30, Sultan Alauddin,Tamalate,TK,61,61,R4,B2,-,-,1,-
425,Saturday,2018-04-07,17:15, Metro Tanjung Bunga,Mariso,OC,54,48,R2,-,-,-,1,-
426,Sunday,2018-04-08,0:05, Inspeksi Kanal,Manggala,TK,-,28,R2,R2,-,-,1,"300,000"
427,Friday,2018-04-06,14:45, Haji Bau,Ujung Pandang,TK,27,20,R2,R4,-,-,1,"150,000"
428,Saturday,2018-04-07,23:30, Gn. Latimojong,Makassar,TK,43,28,R4,R2,-,-,1,"1,500,000"
429,Sunday,2018-04-08,22:00, Waduk Tunggu Pampang,Manggala,OC,35,38,R2,-,-,-,1,"50,000"
430,Monday,2018-04-09,6:30, Insinyur Sutami,Tamalanrea,OC,20,-,R2,-,-,-,1,"100,000"
431,Monday,2018-04-02,17:15, Pettarani,Panakkukang,OC,34,72,R2,-,-,-,1,-
432,Friday,2018-03-30,19:30, Metro Tanjung Bunga,Tamalate,TK,36,-,R2,R4,-,-,1,"200,000"
433,Monday,2018-04-09,9:30, Insinyur Sutami,Biringkanaya,OC,19,-,R2,-,-,-,1,"300,000"
434,Tuesday,2018-04-10,17:30, Perintis Kemerdekaan,Biringkanaya,TM,32,25,R2,-,-,-,3,"100,000"
435,Tuesday,2018-04-10,17:00,Urip Sumuharjo,Bontoala,OC,18,20,R2,-,-,-,1,-
436,Sunday,2018-04-08,0:30, Letjen Hertasning,Panakkukang,TL,-,35,R4,R2,-,-,1,"300,000"
437,Tuesday,2018-04-10,17:15, Penghibur,Ujung Pandang,TK,58,20,R4,R2,-,-,1,"1,000,000"
438,Wednesday,2018-04-11,5:30, Sultan Alauddin,Rappocini,OC,26,-,R2,-,-,-,1,"100,000"
439,Monday,2018-04-09,7:00, Aroepala,Rappocini,OC,18,-,R2,-,-,-,1,"300,000"
440,Thursday,2018-04-12,12:00, Karaeng Bonto Tangga,Rappocini,T,23,-,R6,-,-,-,-,"1,000,000"
441,Wednesday,2018-04-11,16:00,Urip Sumuharjo,Panakkukang,OC,26,-,R2,-,-,-,1,"100,000"
442,Friday,2018-04-13,22:00, Profesor Abdurrahman Basalamah,Panakkukang,TL,-,17,R4,R2,1,-,-,-
443,Saturday,2018-04-14,13:00, Kakatua,Mariso,TK,22,36,R2,R4,-,-,1,"4,000,000"
444,Friday,2018-04-13,21:00, Perintis Kemerdekaan,Biringkanaya,TL,-,35,R6,R4,-,-,-,"500,000"
445,Friday,2018-04-13,6:50, Perintis Kemerdekaan,Tamalanrea,TM,18,16,R2,-,-,-,2,-
446,Saturday,2018-04-14,6:00, Kima Raya II,Biringkanaya,OC,25,-,R2,-,-,1,-,"500,000"
447,Friday,2018-04-13,14:00, Pajaiang,Biringkanaya,TK,49,11,R2,R2,-,-,4,"1,000,000"
448,Tuesday,2018-04-10,12:00, Kw. Pergudangan dan Industri Parangloe,Tamalanrea,OC,49,-,R2,-,-,-,1,"100,000"
449,Saturday,2018-04-14,17:15, Perintis Kemerdekaan ,Tamalanrea,TK,18,19,R2,R4,-,-,1,"300,000"
450,Sunday,2018-04-15,18:00, Taman Makam Pahlawan,Panakkukang,T,41,-,R2,-,-,-,1,"300,000"
451,Sunday,2018-04-15,16:00,Dr. Leimena,Panakkukang,TL,-,39,R6,R2,-,1,1,"100,000"
452,Sunday,2018-04-15,21:00, Muhammad Yamin,Makassar,TL,-,14,R2,R2,-,-,1,-
453,Tuesday,2018-04-10,7:30, Daeng Tata Raya,Tamalate,TL,-,56,R2,R2,-,-,1,-
454,Monday,2018-04-16,14:30, Toddopuli XII,Panakkukang,TK,-,17,R2,R2,-,-,1,-
455,Tuesday,2018-04-03,6:45, Pettarani,Rappocini,TK,40,28,R4,R2,-,-,2,"2,000,000"
456,Monday,2018-04-16,17:00, Perintis Kemerdekaan ,Tamalanrea,OC,16,16,R2,-,-,-,2,"100,000"
457,Sunday,2018-04-15,17:00, Gunung Bawakaraeng,Bontoala,OC,20,21,R2,-,-,-,2,-
458,Monday,2018-04-16,14:20, Perintis Kemerdekaan ,Tamalanrea,TM,17,65,R2,-,-,-,2,"500,000"
459,Sunday,2018-04-15,7:12, Paccerakkang,Biringkanaya,TM,62,-,R2,-,-,-,1,"200,000"
460,Tuesday,2018-04-17,7:30, Pettarani,Panakkukang,TM,38,56,R2,-,-,-,2,-
461,Tuesday,2018-04-17,21:30, Veteran Utara ,Makassar,TK,14,31,R2,-,-,-,2,"500,000"
462,Monday,2018-04-16,17:00, Insinyur Sutami,Tamalanrea,OC,44,12,R2,-,-,-,1,-
463,Tuesday,2018-04-17,7:00, Telegraf 3,Biringkanaya,OC,60,-,R2,-,-,-,1,-
464,Tuesday,2018-04-17,17:00, Insinyur Sutami,Tamalanrea,OC,47,-,R2,-,-,-,1,"100,000"
465,Tuesday,2018-04-17,15:00, Kesenangan II,Tamalanrea,OC,50,-,R2,-,-,-,1,"100,000"
466,Monday,2018-04-16,7:40, Baruga Raya,Manggala,OC,33,-,R2,-,-,-,1,"200,000"
467,Wednesday,2018-04-18,9:30, Tamangapa Raya,Manggala,TK,15,76,R2,Rro,-,-,2,"500,000"
468,Tuesday,2018-04-17,10:30, Pettarani,Panakkukang,TK,-,49,Rro,R4,-,-,-,"25,000,000"
469,Wednesday,2018-04-18,13:30, Perumnas Antang,Manggala,TM,60,34,R4,-,-,-,1,"3,000,000"
470,Wednesday,2018-04-18,19:30, Manyikkoaya,Biringkanaya,OC,17,-,R2,-,-,-,1,-
471,Thursday,2018-04-19,11:45, Insinyur Sutami,Tamalanrea,TK,39,28,R2,R6,1,-,-,-
472,Wednesday,2018-04-11,13:30, Veteran Selatan,Mamajang,OC,40,-,R2,-,-,-,1,-
473,Wednesday,2018-04-18,18:40, A.R. Hakim,Tallo,TK,16,23,R2,R2,-,-,1,"700,000"
474,Friday,2018-04-20,15:30, Barawaja II,Panakkukang,TK,13,23,R2,R4,-,-,1,"1,000,000"
475,Friday,2018-04-13,17:00,Urip Sumuharjo,Panakkukang,OC,20,17,R2,-,-,-,2,"200,000"
476,Wednesday,2018-04-18,15:00, Toddopuli Raya,Panakkukang,TK,15,14,R2,R2,-,-,2,"700,000"
477,Friday,2018-04-20,15:00, Bakung,Biringkanaya,TL,-,16,R2,R2,-,-,1,"300,000"
